,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.05512934879571811,0.027653880463871544,0.02925958965209634,0.00785013380909902,0.0032114183764495987,0.025512934879571812,0.019803746654772525,0.02016057091882248,0.012488849241748439,0.03104371097234612,0.004103479036574487,0.0183764495985727,0.00856378233719893,0.03229259589652096,0.008385370205173952,0.023015165031222123,0.012310437109723462,0.01570026761819804,0.008385370205173952,0.011953612845673506,0.01320249776984835,0.007493309545049063,0.02711864406779661,0.01712756467439786,0.024442462087421946,0.02265834076717217,0.00856378233719893,0.01391614629794826,0.0037466547725245316,0.029973238180196253,0.028367528991971452,0.0055307760927743085,0.025869759143621766,0.015878679750223015,0.005887600356824264,0.0014272970561998216,0.0030330062444246207,0.009991079393398751,0.005709188224799286,0.02016057091882248,0.00695807314897413,0.016592328278322927,0.0247992863514719,0.018019625334522747,0.0053523639607493305,0.019803746654772525,0.01320249776984835,0.014451382694023194,0.011061552185548617,0.012667261373773416,0.021409455842997322,0.027475468331846567,0.010169491525423728,0.01712756467439786,0.017484388938447816,0.007136485280999108,0.012488849241748439,0.01694915254237288,0.0005352363960749331,0.033719892952720786,0.00856378233719893,0.009455842997323818,0.009277430865298841
Fz,0.020827624006577145,0.05193203617429433,0.018498218690052068,0.010413812003288572,0.004795834475198685,0.025486434639627294,0.01644286105782406,0.01603178953137846,0.026308577692518497,0.017676075637160865,0.014935598794190189,0.007262263633872294,0.002603453000822143,0.026445601534667032,0.013839408057001918,0.012743217319813647,0.007947382844614962,0.005892025212386956,0.015620718004932858,0.01425047958344752,0.010002740476842971,0.016579884899972596,0.011098931214031242,0.028637983009043574,0.009865716634694436,0.020142504795834477,0.007536311318169361,0.017676075637160865,0.006166072896684023,0.017265004110715264,0.015209646478487257,0.007536311318169361,0.01918333790079474,0.00712523979172376,0.01137297889832831,0.004384762948753083,0.0030145245272677444,0.018635242532200603,0.020005480953685942,0.009454645108248835,0.002466429158673609,0.023568100849547823,0.029049054535489175,0.018361194847903536,0.008084406686763497,0.019457385585091806,0.010002740476842971,0.023431077007399288,0.013154288846259249,0.020416552480131543,0.027952863798300906,0.02562345848177583,0.015894765689229925,0.016853932584269662,0.025349410797478763,0.006303096738832557,0.02699369690326117,0.02603453000822143,0.00356261989586188,0.019868457111537407,0.017265004110715264,0.017676075637160865,0.011784050424773911
F3,0.0272986099480824,0.022609278177859654,0.05342488695360911,0.008541282867191425,0.0015072852118573103,0.03784960643108357,0.02009713615809747,0.009713615809747111,0.011890805560207671,0.03667727348852789,0.00519176017417518,0.027633562217384024,0.014905375983922291,0.019762183888795845,0.004856807904873556,0.014905375983922291,0.01925975548484341,0.009043711271143862,0.001339809077206498,0.007536426059286552,0.018254898676938535,0.009546139675096299,0.032155417852955955,0.008373806732540613,0.028638419025288898,0.029810751967844582,0.012225757829509295,0.012560710098810919,0.011555853290906045,0.030145704237146208,0.013230614637414168,0.0008373806732540613,0.023446658851113716,0.009713615809747111,0.006029140847429241,0.002512142019762184,0.007033997655334115,0.005024284039524368,0.009211187405794675,0.024786467928320215,0.011388377156255234,0.022441802043208843,0.025121420197621838,0.0177524702729861,0.013900519176017418,0.014905375983922291,0.029140847429241334,0.01858985094624016,0.013733043041366605,0.001339809077206498,0.01708256573438285,0.017417518003684476,0.020934516831351533,0.016580137330430414,0.013900519176017418,0.0066990453860324905,0.009713615809747111,0.009043711271143862,0.008373806732540613,0.03265784625690839,0.009713615809747111,0.0066990453860324905,0.013733043041366605
F7,0.005635314638400644,0.010465584328458339,0.0067087079028579095,0.045619213739433784,0.024553870924459948,0.010868106802629814,0.004159398899771904,0.012478196699315712,0.01194150006708708,0.006172011270629277,0.022407084395545417,0.016771769757144773,0.028713269824231853,0.011673151750972763,0.022809606869716892,0.012209848383201395,0.015430028176573192,0.013685764121830136,0.019052730444116463,0.023346303501945526,0.013954112437944453,0.01569837649268751,0.014490809070173085,0.014490809070173085,0.013551589963772977,0.014490809070173085,0.012075674225144236,0.016235073124916143,0.015966724808801826,0.00818462364148665,0.015966724808801826,0.022407084395545417,0.009794713538172548,0.00818462364148665,0.022138736079431103,0.025761438346974374,0.02160203944720247,0.024553870924459948,0.01851603381188783,0.006306185428686435,0.02026029786663089,0.010465584328458339,0.007513752851200858,0.003622702267543271,0.018918556286059304,0.0046960955320005365,0.014356634912115926,0.014356634912115926,0.023748825976117,0.012880719173487187,0.0089896685898296,0.01690594391520193,0.019723601234402255,0.018113511337716357,0.019589427076345096,0.01704011807325909,0.017308466389373407,0.018784382128002146,0.022675432711659733,0.0064403595867435935,0.022675432711659733,0.02428552260834563,0.017576814705487723
FT9,0.003042433947157726,0.006725380304243395,0.0011208967173738991,0.02946357085668535,0.04195356285028022,0.0032025620496397116,0.010088070456365093,0.016012810248198558,0.013290632506004804,0.00048038430744595676,0.023698959167333868,0.008006405124099279,0.021136909527622098,0.01377101681345076,0.02834267413931145,0.016172938350680545,0.016973578863090474,0.015372297838270616,0.02642113690952762,0.03154523618895116,0.012810248198558846,0.02033626901521217,0.004963971176941554,0.012810248198558846,0.010248198558847078,0.0024019215372297837,0.007526020816653323,0.020176140912730185,0.020176140912730185,0.00976781425140112,0.016012810248198558,0.031385108086469174,0.006084867894315452,0.013610888710968775,0.020176140912730185,0.03746997598078463,0.02834267413931145,0.02578062449959968,0.020496397117694156,0.008967173738991193,0.02289831865492394,0.013610888710968775,0.006405124099279423,0.006565252201761409,0.016493194555644516,0.01120896717373899,0.0033626901521216974,0.011689351481184948,0.020016012810248198,0.01809447558046437,0.010568454763811049,0.011369095276220978,0.00944755804643715,0.018734987990392315,0.02145716573258607,0.014411529223378704,0.013130504403522819,0.021297037630104085,0.024499599679743796,0.0,0.023698959167333868,0.029623698959167333,0.015052041633306645
FC5,0.021279696837195744,0.027547004809794492,0.033668561434193264,0.012680367293397464,0.003060778312199388,0.05217898265558957,0.017781664480396444,0.010639848418597872,0.02040518874799592,0.027838507506194432,0.007287567409998542,0.020113686051595976,0.010056843025797988,0.01880192391779624,0.0034980323567993005,0.010639848418597872,0.007724821454598455,0.004955545838799009,0.011514356507797698,0.004955545838799009,0.009911091677598018,0.00859932954379828,0.023611718408395276,0.017635913132196472,0.018218918524996356,0.03162804255939367,0.012971869989797406,0.01034834572219793,0.007579070106398484,0.02419472380119516,0.010494097070397902,0.0017490161783996502,0.016615653694796676,0.005247048535198951,0.017927415828596416,0.004081037749599184,0.003643783704999271,0.015158140212796968,0.016469902346596708,0.013117621337997376,0.007870572802798426,0.028858766943594228,0.028275761550794344,0.015012388864596998,0.006996064713598601,0.019676432006996064,0.0220084535781956,0.023174464363795364,0.013992129427197202,0.012243113248797552,0.02259145897099548,0.02229995627459554,0.0290045182917942,0.011077102463197784,0.025943739979594812,0.008307826847398338,0.016761405042996648,0.012534615945197494,0.00685031336539863,0.0290045182917942,0.01195161055239761,0.014137880775397172,0.01559539425739688
FC1,0.015474452554744526,0.016058394160583942,0.018102189781021898,0.004087591240875913,0.007883211678832117,0.017226277372262774,0.054452554744525546,0.024525547445255473,0.013576642335766423,0.019854014598540148,0.021021897810218976,0.0127007299270073,0.004671532846715329,0.016788321167883213,0.017226277372262774,0.026715328467153285,0.021751824817518247,0.01927007299270073,0.0070072992700729924,0.0127007299270073,0.019854014598540148,0.023211678832116788,0.02510948905109489,0.007883211678832117,0.02510948905109489,0.010072992700729927,0.0127007299270073,0.013430656934306569,0.025985401459854014,0.031240875912408757,0.008759124087591242,0.004233576642335766,0.017518248175182483,0.023503649635036497,0.0035036496350364962,0.009927007299270074,0.024817518248175182,0.011824817518248175,0.010802919708029197,0.015328467153284672,0.020145985401459853,0.014452554744525548,0.022043795620437956,0.018686131386861315,0.028175182481751826,0.010072992700729927,0.017956204379562045,0.005401459854014599,0.023795620437956206,0.008467153284671533,0.021751824817518247,0.014744525547445255,0.007445255474452555,0.015474452554744526,0.010072992700729927,0.008029197080291971,0.009927007299270074,0.008175182481751826,0.011386861313868613,0.018686131386861315,0.0051094890510948905,0.00583941605839416,0.01824817518248175
C3,0.017206319411856717,0.018614109181917724,0.009228844048177694,0.013295792272798373,0.014547160957297044,0.0111058970749257,0.02721726888784608,0.05099327389332082,0.01392147661504771,0.010636633818238699,0.015016424213984044,0.007664633192554357,0.012982950101673706,0.018614109181917724,0.01814484592523072,0.02111684655091506,0.010167370561551698,0.015016424213984044,0.012826529016111372,0.022837478492100736,0.015016424213984044,0.01439073987173471,0.017206319411856717,0.013452213358360707,0.01564210855623338,0.007508212106992022,0.008290317534803691,0.012200844673862036,0.01923979352416706,0.016267792898482715,0.01814484592523072,0.013765055529485374,0.011418739246050368,0.027530111058970748,0.012826529016111372,0.013765055529485374,0.02299389957766307,0.013295792272798373,0.011262318160488035,0.008603159705928358,0.013765055529485374,0.008759580791490694,0.021273267636477397,0.01689347724073205,0.020021898951978728,0.008603159705928358,0.012200844673862036,0.013295792272798373,0.02299389957766307,0.011888002502737369,0.020804004379790395,0.027373689973408416,0.006413264508055686,0.022055373064289067,0.020804004379790395,0.015172845299546378,0.017206319411856717,0.01923979352416706,0.006413264508055686,0.010010949475989364,0.013295792272798373,0.017519161582981387,0.020021898951978728
T7,0.00870213823968175,0.02486325211337643,0.008950770760815515,0.010815514669318746,0.008950770760815515,0.017528592739930383,0.012555942317255098,0.011934361014420686,0.0494778717056191,0.005469915464942815,0.01727996021879662,0.004724017901541522,0.01093983092988563,0.015166583789159622,0.013550472401790154,0.005967180507210343,0.010318249627051218,0.00870213823968175,0.023868722028841372,0.020512182993535553,0.0055942317255096964,0.022252610641471906,0.006215813028344107,0.028095474888115365,0.0034808552958727,0.018647439085032323,0.004599701640974639,0.018398806563898557,0.00808055693684734,0.005967180507210343,0.0060914967677772255,0.009075087021382397,0.014047737444057682,0.006464445549477871,0.022874191944306316,0.009572352063649925,0.0072103431128791645,0.024987568373943312,0.027722526106414718,0.013550472401790154,0.008826454500248633,0.034808552958727,0.021009448035803083,0.030457483838886128,0.007831924415713575,0.018274490303331677,0.01616111387369468,0.02013923421183491,0.014172053704624566,0.024490303331675782,0.02660367976131278,0.020512182993535553,0.019766285430134263,0.01964196916956738,0.03543013426156141,0.0055942317255096964,0.022749875683739432,0.033192441571357534,0.00870213823968175,0.009199403281949278,0.02076081551466932,0.02200397812033814,0.006464445549477871
TP9,0.031011873117136275,0.022682970051391103,0.04093567251461988,0.009923799397483607,0.000886053517632465,0.03437887648413964,0.023923444976076555,0.011164274322169059,0.007974481658692184,0.04926457558036505,0.004607478291688818,0.030303030303030304,0.013113592060960482,0.02480949849370902,0.003898635477582846,0.02303739145844409,0.022328548644338118,0.013290802764486975,0.004430267588162325,0.006911217437533227,0.019315966684387738,0.007265638844586213,0.03172071593124225,0.005847953216374269,0.03083466241360978,0.030480241006556795,0.012227538543328018,0.00708842814105972,0.014531277689172426,0.03934077618288145,0.012581959950381003,0.000708842814105972,0.027467659046606415,0.01417685628211944,0.003189792663476874,0.001594896331738437,0.010101010101010102,0.00354421407052986,0.004607478291688818,0.024986709197235512,0.014885699096225412,0.014708488392698919,0.020910863016126175,0.013468013468013467,0.018252702463228777,0.01789828105617579,0.025518341307814992,0.015594541910331383,0.01718943824206982,0.00354421407052986,0.013290802764486975,0.013999645578592948,0.016303384724437354,0.013113592060960482,0.007620060251639199,0.006202374623427255,0.008683324472798157,0.005670742512847776,0.007974481658692184,0.038631933368775476,0.00531632110579479,0.004075846181109339,0.016657806131490344
