,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fz,0.08979698073919834,0.015096304008328995,0.0,0.04424778761061947,0.002342529932326913,0.0075481520041644976,0.004945340968245705,0.0,0.04346694429984383,0.0,0.042425819885476314,0.015096304008328995,0.006246746486205101,0.02056220718375846,0.0,0.0,0.0,0.02993232691306611,0.014836022904737116,0.0,0.0,0.015096304008328995,0.0739198334200937,0.015096304008328995,0.015096304008328995,0.029672045809474232,0.015096304008328995,0.05700156168662155,0.05101509630400833,0.0,0.0,0.0,0.0,0.020822488287350338,0.0325351379489849,0.014836022904737116,0.015096304008328995,0.01015096304008329,0.015096304008328995,0.024726704841228526,0.01353461738677772,0.0039042165538781884,0.004685059864653826,0.0,0.0,0.028891202498698594,0.015096304008328995,0.014836022904737116,0.010931806350858927,0.0,0.009109838625715773,0.03435710567412806,0.027850078084331077,0.017699115044247787,0.0,0.038261322228006246,0.032274856845393024,0.0,0.0,0.0,0.00676730869338886
F3,0.012103505843071787,0.09035893155258765,0.008555926544240401,0.03923205342237062,0.0,0.0,0.008973288814691152,0.0,0.04528380634390651,0.0,0.03589315525876461,0.028797996661101836,0.03923205342237062,0.0,0.0,0.0,0.0,0.034223706176961605,0.0,0.0,0.0,0.034223706176961605,0.020868113522537562,0.03380634390651085,0.03964941569282137,0.033180300500834724,0.041736227045075125,0.01961602671118531,0.03297161936560935,0.0,0.0,0.0,0.0,0.05133555926544241,0.018989983305509182,0.012520868113522538,0.038397328881469114,0.031302170283806344,0.020868113522537562,0.016485809682804674,0.0,0.024624373956594323,0.0,0.0,0.02149415692821369,0.0,0.04048414023372287,0.0,0.0,0.0,0.0,0.04674457429048414,0.0,0.0,0.007512520868113523,0.017111853088480802,0.020659432387312188,0.015025041736227046,0.0,0.0,0.017737896494156927
F7,0.0,0.04334038054968287,0.26955602536997886,0.014799154334038054,0.0,0.0,0.02854122621564482,0.0,0.0,0.005285412262156448,0.0,0.008456659619450317,0.022198731501057084,0.0,0.0,0.0,0.0,0.0,0.0,0.004228329809725159,0.0,0.03276955602536998,0.0,0.0,0.0,0.023255813953488372,0.013742071881606765,0.0,0.0,0.007399577167019027,0.02748414376321353,0.009513742071881607,0.011627906976744186,0.014799154334038054,0.0,0.07188160676532769,0.026427061310782242,0.0,0.0,0.0,0.0,0.04756871035940803,0.0,0.0,0.04756871035940803,0.0,0.0,0.0,0.04756871035940803,0.024312896405919663,0.023255813953488372,0.0,0.0,0.056025369978858354,0.015856236786469344,0.0,0.013742071881606765,0.0,0.010570824524312896,0.048625792811839326,0.02959830866807611
FT9,0.03082679971489665,0.033856022808267994,0.0026728439059158947,0.07644333570919458,0.0,0.0,0.0060584461867426945,0.0,0.043300071275837494,0.0008909479686386316,0.0311831789023521,0.019422665716322167,0.028688524590163935,0.00481111903064861,0.0,0.0,0.0,0.043121881682109765,0.009087669280114041,0.0007127583749109052,0.0,0.018353528153955807,0.040270848182466144,0.030648610121168925,0.019600855310049892,0.042052744119743406,0.034390591589451174,0.03617248752672844,0.045438346400570206,0.0012473271560940842,0.0014255167498218105,0.0,0.0019600855310049894,0.040805416963649324,0.028153955808980755,0.01639344262295082,0.03545972915181753,0.008374910905203136,0.020313613684960798,0.016928011404133997,0.0,0.0026728439059158947,0.0007127583749109052,0.0,0.013720598717034925,0.008018531717747683,0.038667141838916605,0.009087669280114041,0.0003563791874554526,0.0026728439059158947,0.008909479686386316,0.05737704918032787,0.0030292230933713473,0.004632929436920884,0.0026728439059158947,0.024946543121881683,0.03296507483962936,0.0,0.0,0.0026728439059158947,0.01781895937277263
FC5,0.017350157728706624,0.0,0.0,0.0,0.167192429022082,0.0,0.0,0.022082018927444796,0.055205047318611984,0.0,0.04258675078864353,0.04100946372239748,0.0,0.026813880126182965,0.0,0.0,0.0,0.07255520504731862,0.0,0.0,0.0,0.017350157728706624,0.0694006309148265,0.0,0.0,0.0,0.0,0.0,0.12933753943217666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04889589905362776,0.0,0.0,0.055205047318611984,0.0,0.0,0.031545741324921134,0.0,0.0,0.006309148264984227,0.0,0.0,0.0,0.0,0.0,0.04416403785488959,0.006309148264984227,0.0,0.0804416403785489,0.0,0.06624605678233439,0.0,0.0,0.0
FC1,0.01465002712967987,0.0,0.0,0.0,0.0,0.13836136733586543,0.02170374389582203,0.01410743353228432,0.020075963103635377,0.08844275637547477,0.0,0.0,0.012479652740097666,0.09712425393380358,0.012479652740097666,0.0,0.0005425935973955507,0.0,0.02930005425935974,0.008138903960933261,0.009224091155724362,0.0,0.04720564297341291,0.0,0.0,0.0,0.0,0.016820401519262073,0.030927835051546393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07976125881714596,0.0,0.10363537710255019,0.0,0.0,0.041237113402061855,0.0,0.0,0.0,0.002170374389582203,0.0363537710255019,0.0,0.08572978838849701,0.0770482908301682,0.0,0.012479652740097666,0.0,0.0,0.0,0.0,0.0
C3,0.01020408163265306,0.02295918367346939,0.014285714285714285,0.017346938775510204,0.0,0.019387755102040816,0.16326530612244897,0.0,0.036734693877551024,0.02959183673469388,0.015306122448979591,0.0,0.06581632653061224,0.03520408163265306,0.0163265306122449,0.0,0.0005102040816326531,0.01020408163265306,0.029081632653061223,0.0020408163265306124,0.03010204081632653,0.0,0.01020408163265306,0.0,0.019387755102040816,0.01020408163265306,0.0,0.01020408163265306,0.01020408163265306,0.0035714285714285713,0.004081632653061225,0.0,0.009183673469387756,0.0,0.01020408163265306,0.03316326530612245,0.0,0.0,0.0,0.01020408163265306,0.001530612244897959,0.009693877551020408,0.0413265306122449,0.0,0.044387755102040814,0.0,0.0,0.01020408163265306,0.003061224489795918,0.013775510204081633,0.061224489795918366,0.01020408163265306,0.0,0.013775510204081633,0.04846938775510204,0.004591836734693878,0.01683673469387755,0.050510204081632655,0.0035714285714285713,0.017857142857142856,0.0
T7,0.0,0.0,0.0,0.0,0.012135922330097087,0.022653721682847898,0.0,0.18932038834951456,0.012135922330097087,0.022653721682847898,0.0,0.0,0.0,0.00889967637540453,0.0,0.0,0.0,0.03964401294498382,0.0,0.0,0.0,0.0,0.003236245954692557,0.05825242718446602,0.0,0.0,0.0,0.0,0.08171521035598706,0.08737864077669903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03559870550161812,0.0825242718446602,0.06634304207119741,0.03478964401294499,0.0,0.00889967637540453,0.012135922330097087,0.0,0.022653721682847898,0.050970873786407765,0.0,0.0,0.0,0.013754045307443365,0.0,0.025889967637540454,0.0,0.0,0.021035598705501618,0.08737864077669903,0.0,0.0,0.0,0.0
TP9,0.025182038834951456,0.03337378640776699,0.0,0.0368628640776699,0.0051577669902912624,0.00591626213592233,0.010163834951456311,0.00212378640776699,0.08783373786407767,0.000758495145631068,0.02320995145631068,0.022451456310679612,0.01972087378640777,0.016686893203883495,0.0,0.0,0.0,0.034435679611650484,0.008798543689320388,0.0,0.00591626213592233,0.023816747572815534,0.03033980582524272,0.023968446601941747,0.035345873786407765,0.043689320388349516,0.032766990291262135,0.0245752427184466,0.04641990291262136,0.0,0.0,0.0,0.0,0.04338592233009709,0.01820388349514563,0.02412014563106796,0.023816747572815534,0.020782766990291263,0.015321601941747573,0.02533373786407767,0.012439320388349514,0.009557038834951456,0.006219660194174757,0.003033980582524272,0.006219660194174757,0.0,0.026547330097087377,0.009253640776699028,0.0,0.0,0.005309466019417476,0.03762135922330097,0.012135922330097087,0.018355582524271843,0.0,0.016686893203883495,0.022148058252427185,0.019265776699029125,0.0,0.0,0.024726941747572815
CP5,0.0,0.0,0.003531489111241907,0.003531489111241907,0.0,0.0924072984108299,0.03649205414949971,0.015303119482048263,0.004120070629782225,0.17068864037669218,0.0,0.0,0.012360211889346674,0.08004708652148322,0.012360211889346674,0.0,0.0005885815185403178,0.0,0.017657445556209534,0.002354326074161271,0.014714537963507945,0.0,0.02707474985285462,0.0,0.0,0.0,0.0,0.0,0.009417304296645085,0.003531489111241907,0.003531489111241907,0.0,0.003531489111241907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08416715715126545,0.0,0.14243672748675693,0.0,0.0,0.022954679223072396,0.0,0.0,0.0,0.02707474985285462,0.055915244261330196,0.0,0.04002354326074161,0.05768098881695115,0.003531489111241907,0.025309005297233667,0.003531489111241907,0.020600353148911125,0.0,0.003531489111241907,0.0
