,frontalpole-lh,frontalpole-rh,insula-rh,isthmuscingulate-rh,parahippocampal-rh,pericalcarine-lh,pericalcarine-rh,temporalpole-rh
frontalpole-lh,0.3402777777777778,0.041666666666666664,0.3125,0.013888888888888888,0.1527777777777778,0.0,0.0,0.1388888888888889
frontalpole-rh,0.1568627450980392,0.37254901960784315,0.0784313725490196,0.0,0.0,0.0,0.0,0.39215686274509803
insula-rh,0.07961165048543689,0.003883495145631068,0.4077669902912621,0.16310679611650486,0.1941747572815534,0.0,0.12815533980582525,0.02330097087378641
isthmuscingulate-rh,0.0,0.0,0.24213836477987422,0.2672955974842767,0.27044025157232704,0.0,0.22012578616352202,0.0
parahippocampal-rh,0.046511627906976744,0.0,0.24031007751937986,0.2144702842377261,0.31007751937984496,0.0,0.18863049095607234,0.0
pericalcarine-lh,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0
pericalcarine-rh,0.0,0.0,0.18095238095238095,0.2,0.2222222222222222,0.009523809523809525,0.3873015873015873,0.0
temporalpole-rh,0.18181818181818182,0.15151515151515152,0.12121212121212122,0.0,0.0,0.0,0.0,0.5454545454545454
