,caudalmiddlefrontal-lh,postcentral-lh,postcentral-rh,precentral-lh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiorfrontal-rh,superiortemporal-lh
caudalmiddlefrontal-lh,0.4807692307692308,0.11538461538461539,0.0,0.17307692307692307,0.038461538461538464,0.17307692307692307,0.019230769230769232,0.0
postcentral-lh,0.09523809523809523,0.2698412698412698,0.1111111111111111,0.06349206349206349,0.0,0.2222222222222222,0.15873015873015872,0.07936507936507936
postcentral-rh,0.0,0.22448979591836735,0.24489795918367346,0.061224489795918366,0.0,0.1836734693877551,0.22448979591836735,0.061224489795918366
precentral-lh,0.21818181818181817,0.07272727272727272,0.03636363636363636,0.2727272727272727,0.09090909090909091,0.12727272727272726,0.12727272727272726,0.05454545454545454
rostralmiddlefrontal-lh,0.1,0.016666666666666666,0.0,0.11666666666666667,0.38333333333333336,0.05,0.1,0.23333333333333334
superiorfrontal-lh,0.14925373134328357,0.23880597014925373,0.1044776119402985,0.08955223880597014,0.014925373134328358,0.26865671641791045,0.1044776119402985,0.029850746268656716
superiorfrontal-rh,0.0410958904109589,0.1780821917808219,0.1095890410958904,0.1232876712328767,0.0821917808219178,0.136986301369863,0.2191780821917808,0.1095890410958904
superiortemporal-lh,0.038461538461538464,0.057692307692307696,0.019230769230769232,0.09615384615384616,0.25,0.019230769230769232,0.15384615384615385,0.36538461538461536
