,parsopercularis-lh,postcentral-lh,postcentral-rh,precentral-lh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiorparietal-rh,superiortemporal-lh
parsopercularis-lh,0.3333333333333333,0.02666666666666667,0.08,0.10666666666666667,0.12,0.05333333333333334,0.14666666666666667,0.13333333333333333
postcentral-lh,0.046511627906976744,0.32558139534883723,0.09302325581395349,0.13953488372093023,0.0,0.23255813953488372,0.11627906976744186,0.046511627906976744
postcentral-rh,0.11475409836065574,0.06557377049180328,0.2459016393442623,0.16393442622950818,0.01639344262295082,0.19672131147540983,0.08196721311475409,0.11475409836065574
precentral-lh,0.08333333333333333,0.08333333333333333,0.1388888888888889,0.25,0.013888888888888888,0.1388888888888889,0.1527777777777778,0.1388888888888889
rostralmiddlefrontal-lh,0.2,0.0,0.08571428571428572,0.05714285714285714,0.42857142857142855,0.05714285714285714,0.0,0.17142857142857143
superiorfrontal-lh,0.06666666666666667,0.16666666666666666,0.13333333333333333,0.13333333333333333,0.0,0.3333333333333333,0.1,0.06666666666666667
superiorparietal-rh,0.1111111111111111,0.08641975308641975,0.06172839506172839,0.14814814814814814,0.0,0.09876543209876543,0.32098765432098764,0.1728395061728395
superiortemporal-lh,0.13114754098360656,0.01639344262295082,0.09836065573770492,0.14754098360655737,0.06557377049180328,0.09836065573770492,0.16393442622950818,0.2786885245901639
