,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,lateraloccipital-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh
frontalpole-lh,0.3664383561643836,0.1832191780821918,0.0,0.09075342465753425,0.1566780821917808,0.1404109589041096,0.01113013698630137,0.05136986301369863
frontalpole-rh,0.13529036375239312,0.34014039566049775,0.0,0.047862156987874924,0.15634971282705806,0.22527121888959795,0.0,0.09508615188257817
isthmuscingulate-rh,0.0,0.0,0.6671469740634006,0.07636887608069164,0.0,0.0,0.2564841498559078,0.0
lateraloccipital-lh,0.10754716981132076,0.07924528301886792,0.04245283018867924,0.5518867924528302,0.11509433962264151,0.07924528301886792,0.024528301886792454,0.0
medialorbitofrontal-lh,0.11293375394321767,0.15457413249211358,0.0,0.07066246056782334,0.3602523659305994,0.20630914826498423,0.0,0.09526813880126182
medialorbitofrontal-rh,0.09916864608076009,0.21140142517814728,0.0,0.04513064133016627,0.19418052256532067,0.37589073634204273,0.0,0.07422802850356294
parahippocampal-rh,0.01991465149359886,0.0,0.2603129445234708,0.03982930298719772,0.0,0.0,0.6799431009957326,0.0
rostralanteriorcingulate-lh,0.06376195536663125,0.15090329436769395,0.0,0.0,0.16259298618490967,0.13496280552603612,0.0,0.487778958554729
