,caudalmiddlefrontal-rh,entorhinal-lh,frontalpole-lh,parahippocampal-lh,pericalcarine-lh,rostralanteriorcingulate-lh,temporalpole-rh,transversetemporal-rh
caudalmiddlefrontal-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
entorhinal-lh,0.0,0.5891472868217055,0.08139534883720931,0.26744186046511625,0.0,0.06201550387596899,0.0,0.0
frontalpole-lh,0.0,0.10112359550561797,0.5168539325842697,0.10486891385767791,0.0,0.27715355805243447,0.0,0.0
parahippocampal-lh,0.0,0.3103448275862069,0.10344827586206896,0.521551724137931,0.0,0.06465517241379311,0.0,0.0
pericalcarine-lh,0.0,0.0,0.0,0.0,0.7637795275590551,0.0,0.0,0.23622047244094488
rostralanteriorcingulate-lh,0.0,0.08979591836734693,0.3020408163265306,0.07755102040816327,0.0,0.5306122448979592,0.0,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.006944444444444444,0.0,0.9930555555555556,0.0
transversetemporal-rh,0.0,0.0,0.0,0.0,0.1836734693877551,0.0,0.0,0.8163265306122449
