,bankssts-lh,cuneus-rh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,lateraloccipital-rh,parsopercularis-rh,parsorbitalis-rh
bankssts-lh,0.7520661157024794,0.0,0.21487603305785125,0.0,0.01652892561983471,0.01652892561983471,0.0,0.0
cuneus-rh,0.0,0.7050359712230215,0.0,0.007194244604316547,0.16546762589928057,0.0,0.1223021582733813,0.0
frontalpole-lh,0.17985611510791366,0.0,0.7482014388489209,0.07194244604316546,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.01910828025477707,0.025477707006369428,0.9426751592356688,0.0,0.0,0.0,0.012738853503184714
isthmuscingulate-rh,0.0047169811320754715,0.12735849056603774,0.0,0.0,0.6179245283018868,0.018867924528301886,0.20754716981132076,0.02358490566037736
lateraloccipital-rh,0.014705882352941176,0.0,0.0,0.0,0.07352941176470588,0.7794117647058824,0.1323529411764706,0.0
parsopercularis-rh,0.0,0.1111111111111111,0.0,0.0,0.1932367149758454,0.033816425120772944,0.642512077294686,0.01932367149758454
parsorbitalis-rh,0.0,0.0,0.0,0.027777777777777776,0.04861111111111111,0.0,0.027777777777777776,0.8958333333333334
