,Fp1,Oz,C4,T8,FT10,F8,AF7,PO8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4,0.0,0.0,0.8920454545454546,0.0,0.03409090909090909,0.0,0.07386363636363637,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.008565310492505354,0.0,0.6552462526766595,0.3361884368308351,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.5015974440894568,0.4984025559105431,0.0,0.0
AF7,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.9545454545454546,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
