,Fp1,Oz,FT10,F8,Fp2,AF7,AF3,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.5771812080536913,0.4228187919463087,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.48484848484848486,0.5151515151515151,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
