,Fp1,Oz,FT10,F8,Fp2,AF7,AF3,AF8
Fp1,0.5579450418160096,0.0,0.0,0.0,0.44205495818399043,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.3950920245398773,0.3803680981595092,0.0,0.0,0.0,0.2245398773006135
F8,0.0,0.0,0.31419939577039274,0.4350453172205438,0.0,0.0,0.0,0.25075528700906347
Fp2,0.5013550135501355,0.0,0.0,0.0,0.4986449864498645,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AF8,0.0,0.0,0.27379209370424595,0.3645680819912152,0.0,0.0,0.0,0.3616398243045388
