,Fp1,Oz,C4,T8,FT10,F8,AF7,PO8
Fp1,0.7304964539007093,0.0,0.0,0.2695035460992908,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4,0.0,0.0,0.5384615384615384,0.0,0.0,0.0,0.0,0.46153846153846156
T8,0.4095860566448802,0.0,0.0,0.5904139433551199,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.378698224852071,0.0,0.0,0.0,0.0,0.621301775147929
