,bankssts-lh,fusiform-lh,inferiortemporal-lh,isthmuscingulate-lh,lingual-lh,middletemporal-lh,parahippocampal-lh,parsorbitalis-rh
bankssts-lh,0.7647058823529411,0.0,0.0,0.0,0.0,0.23529411764705882,0.0,0.0
fusiform-lh,0.0,0.32142857142857145,0.17857142857142858,0.0,0.0,0.21428571428571427,0.10714285714285714,0.17857142857142858
inferiortemporal-lh,0.0,0.13043478260869565,0.391304347826087,0.0,0.043478260869565216,0.0,0.0,0.43478260869565216
isthmuscingulate-lh,0.0,0.0,0.0,0.7857142857142857,0.21428571428571427,0.0,0.0,0.0
lingual-lh,0.0,0.0,0.0,0.21739130434782608,0.5652173913043478,0.0,0.21739130434782608,0.0
middletemporal-lh,0.08,0.24,0.0,0.0,0.0,0.52,0.16,0.0
parahippocampal-lh,0.0,0.05263157894736842,0.0,0.0,0.3684210526315789,0.10526315789473684,0.47368421052631576,0.0
parsorbitalis-rh,0.0,0.1724137931034483,0.3448275862068966,0.0,0.06896551724137931,0.0,0.0,0.41379310344827586
