,insula-rh,isthmuscingulate-rh,lateralorbitofrontal-lh,medialorbitofrontal-rh,paracentral-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
insula-rh,0.20689655172413793,0.20689655172413793,0.22413793103448276,0.0,0.0,0.1896551724137931,0.1724137931034483,0.0
isthmuscingulate-rh,0.20634920634920634,0.20634920634920634,0.2222222222222222,0.0,0.0,0.19047619047619047,0.1746031746031746,0.0
lateralorbitofrontal-lh,0.20634920634920634,0.20634920634920634,0.2222222222222222,0.0,0.0,0.19047619047619047,0.1746031746031746,0.0
medialorbitofrontal-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
paracentral-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.20634920634920634,0.20634920634920634,0.2222222222222222,0.0,0.0,0.19047619047619047,0.1746031746031746,0.0
rostralanteriorcingulate-rh,0.208955223880597,0.208955223880597,0.208955223880597,0.0,0.0,0.19402985074626866,0.1791044776119403,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
