,lateralorbitofrontal-lh,medialorbitofrontal-lh,parsorbitalis-lh,parstriangularis-lh,precuneus-lh,rostralanteriorcingulate-lh,rostralmiddlefrontal-lh,superiorparietal-lh
lateralorbitofrontal-lh,0.3191489361702128,0.14893617021276595,0.0,0.02127659574468085,0.0,0.23404255319148937,0.2765957446808511,0.0
medialorbitofrontal-lh,0.1794871794871795,0.38461538461538464,0.02564102564102564,0.1282051282051282,0.0,0.15384615384615385,0.1282051282051282,0.0
parsorbitalis-lh,0.0,0.0967741935483871,0.5806451612903226,0.3225806451612903,0.0,0.0,0.0,0.0
parstriangularis-lh,0.11428571428571428,0.2,0.17142857142857143,0.5142857142857142,0.0,0.0,0.0,0.0
precuneus-lh,0.0,0.0,0.0,0.0,0.48148148148148145,0.0,0.0,0.5185185185185185
rostralanteriorcingulate-lh,0.2631578947368421,0.13157894736842105,0.0,0.0,0.0,0.3157894736842105,0.2894736842105263,0.0
rostralmiddlefrontal-lh,0.2619047619047619,0.11904761904761904,0.0,0.0,0.0,0.2857142857142857,0.3333333333333333,0.0
superiorparietal-lh,0.0,0.0,0.0,0.0,0.48148148148148145,0.0,0.0,0.5185185185185185
