,frontalpole-rh,insula-rh,lateralorbitofrontal-rh,medialorbitofrontal-rh,parsopercularis-rh,parsorbitalis-rh,rostralanteriorcingulate-lh,rostralmiddlefrontal-lh
frontalpole-rh,0.20588235294117646,0.11764705882352941,0.22058823529411764,0.19117647058823528,0.0,0.0,0.10294117647058823,0.16176470588235295
insula-rh,0.14516129032258066,0.20967741935483872,0.14516129032258066,0.14516129032258066,0.0967741935483871,0.0,0.11290322580645161,0.14516129032258066
lateralorbitofrontal-rh,0.20967741935483872,0.11290322580645161,0.22580645161290322,0.1935483870967742,0.0,0.0,0.0967741935483871,0.16129032258064516
medialorbitofrontal-rh,0.208955223880597,0.11940298507462686,0.208955223880597,0.19402985074626866,0.0,0.0,0.1044776119402985,0.16417910447761194
parsopercularis-rh,0.0,0.18181818181818182,0.0,0.0,0.8181818181818182,0.0,0.0,0.0
parsorbitalis-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rostralanteriorcingulate-lh,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.0,0.0,0.25925925925925924,0.14814814814814814
rostralmiddlefrontal-lh,0.2,0.13333333333333333,0.2,0.18333333333333332,0.0,0.0,0.11666666666666667,0.16666666666666666
