,caudalanteriorcingulate-lh,caudalmiddlefrontal-lh,fusiform-rh,lateralorbitofrontal-lh,parahippocampal-lh,parahippocampal-rh,temporalpole-lh,temporalpole-rh
caudalanteriorcingulate-lh,0.706060606060606,0.08484848484848485,0.0,0.20909090909090908,0.0,0.0,0.0,0.0
caudalmiddlefrontal-lh,0.07734806629834254,0.511049723756906,0.0,0.03314917127071823,0.09944751381215469,0.0856353591160221,0.19337016574585636,0.0
fusiform-rh,0.0,0.0,0.49544072948328266,0.0,0.1641337386018237,0.3282674772036474,0.0121580547112462,0.0
lateralorbitofrontal-lh,0.2655172413793103,0.04827586206896552,0.0,0.6862068965517242,0.0,0.0,0.0,0.0
parahippocampal-lh,0.0,0.12269938650306748,0.1656441717791411,0.0,0.44171779141104295,0.1687116564417178,0.10122699386503067,0.0
parahippocampal-rh,0.0,0.06753812636165578,0.22440087145969498,0.0,0.11546840958605664,0.48148148148148145,0.1111111111111111,0.0
temporalpole-lh,0.0,0.2755905511811024,0.007874015748031496,0.0,0.1220472440944882,0.19291338582677164,0.4015748031496063,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
