,bankssts-rh,frontalpole-rh,inferiorparietal-lh,insula-rh,isthmuscingulate-rh,parahippocampal-rh,pericalcarine-rh,temporalpole-lh
bankssts-rh,0.7777777777777778,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.20261437908496732
frontalpole-rh,0.0,0.6535714285714286,0.16071428571428573,0.0,0.0,0.075,0.0,0.11071428571428571
inferiorparietal-lh,0.0,0.2112676056338028,0.704225352112676,0.0,0.0,0.08450704225352113,0.0,0.0
insula-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.0,0.5674931129476584,0.0,0.3856749311294766,0.046831955922865015
parahippocampal-rh,0.00423728813559322,0.09745762711864407,0.07627118644067797,0.0,0.0,0.8220338983050848,0.0,0.0
pericalcarine-rh,0.0,0.0,0.0,0.0,0.4717607973421927,0.0,0.49169435215946844,0.036544850498338874
temporalpole-lh,0.14485981308411214,0.14485981308411214,0.0,0.0,0.07009345794392523,0.0,0.04205607476635514,0.5981308411214953
