,TP9,FT10,F8,AF7,POz,CPz,TP8,AF8
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.5238095238095238,0.0,0.0,0.38095238095238093,0.0,0.0,0.09523809523809523
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.47368421052631576,0.0,0.0,0.42105263157894735,0.0,0.0,0.10526315789473684
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.375,0.0,0.0,0.375,0.0,0.0,0.25
