,TP9,O1,AF7,C5,POz,CPz,TP8,FT8
TP9,0.3333333333333333,0.0,0.0,0.2777777777777778,0.0,0.3888888888888889,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5,0.35294117647058826,0.0,0.0,0.29411764705882354,0.0,0.35294117647058826,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPz,0.3,0.0,0.0,0.25,0.0,0.45,0.0,0.0
TP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
