,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.125,0.125,0.1125,0.125,0.125,0.1375,0.125,0.125
caudalmiddlefrontal-rh,0.125,0.125,0.11363636363636363,0.125,0.125,0.13636363636363635,0.125,0.125
parstriangularis-rh,0.12658227848101267,0.12658227848101267,0.11392405063291139,0.12658227848101267,0.12658227848101267,0.12658227848101267,0.12658227848101267,0.12658227848101267
postcentral-rh,0.125,0.125,0.1125,0.125,0.125,0.1375,0.125,0.125
rostralmiddlefrontal-rh,0.125,0.125,0.11363636363636363,0.125,0.125,0.13636363636363635,0.125,0.125
superiorparietal-rh,0.125,0.125,0.1125,0.125,0.125,0.1375,0.125,0.125
superiortemporal-lh,0.125,0.125,0.1125,0.125,0.125,0.1375,0.125,0.125
superiortemporal-rh,0.125,0.125,0.1125,0.125,0.125,0.1375,0.125,0.125
