,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parstriangularis-rh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.125,0.10416666666666667,0.08333333333333333,0.125,0.14583333333333334,0.125,0.14583333333333334,0.14583333333333334
caudalmiddlefrontal-rh,0.13333333333333333,0.1111111111111111,0.08888888888888889,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
parstriangularis-rh,0.12903225806451613,0.12903225806451613,0.0967741935483871,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613
precentral-rh,0.125,0.10416666666666667,0.08333333333333333,0.125,0.14583333333333334,0.125,0.14583333333333334,0.14583333333333334
rostralmiddlefrontal-lh,0.12727272727272726,0.10909090909090909,0.07272727272727272,0.12727272727272726,0.14545454545454545,0.12727272727272726,0.14545454545454545,0.14545454545454545
rostralmiddlefrontal-rh,0.12727272727272726,0.10909090909090909,0.07272727272727272,0.12727272727272726,0.14545454545454545,0.12727272727272726,0.14545454545454545,0.14545454545454545
superiortemporal-lh,0.125,0.10416666666666667,0.08333333333333333,0.125,0.14583333333333334,0.125,0.14583333333333334,0.14583333333333334
superiortemporal-rh,0.12727272727272726,0.10909090909090909,0.07272727272727272,0.12727272727272726,0.14545454545454545,0.12727272727272726,0.14545454545454545,0.14545454545454545
