,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-rh
caudalmiddlefrontal-rh,0.7586206896551724,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.20689655172413793
parsopercularis-lh,0.0,0.49056603773584906,0.0,0.0,0.0,0.0,0.0,0.5094339622641509
parstriangularis-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
postcentral-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
rostralmiddlefrontal-lh,0.0,0.0,0.0,0.0,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.0
rostralmiddlefrontal-rh,0.0,0.0,0.0,0.0,0.06622516556291391,0.5562913907284768,0.36423841059602646,0.013245033112582781
superiorparietal-rh,0.0,0.0,0.0,0.0,0.08196721311475409,0.45081967213114754,0.4672131147540984,0.0
superiortemporal-rh,0.0975609756097561,0.3170731707317073,0.0,0.0,0.0,0.0,0.012195121951219513,0.573170731707317
