,fusiform-rh,inferiortemporal-rh,insula-rh,lateralorbitofrontal-rh,middletemporal-rh,parahippocampal-rh,temporalpole-rh,transversetemporal-rh
fusiform-rh,0.15789473684210525,0.15789473684210525,0.13157894736842105,0.11403508771929824,0.0,0.16666666666666666,0.14035087719298245,0.13157894736842105
inferiortemporal-rh,0.13761467889908258,0.14678899082568808,0.14678899082568808,0.12844036697247707,0.0,0.1651376146788991,0.12844036697247707,0.14678899082568808
insula-rh,0.11458333333333333,0.125,0.16666666666666666,0.1875,0.0,0.14583333333333334,0.10416666666666667,0.15625
lateralorbitofrontal-rh,0.10975609756097561,0.12195121951219512,0.17073170731707318,0.1951219512195122,0.0,0.14634146341463414,0.0975609756097561,0.15853658536585366
middletemporal-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parahippocampal-rh,0.13157894736842105,0.14035087719298245,0.15789473684210525,0.14035087719298245,0.0,0.15789473684210525,0.12280701754385964,0.14912280701754385
temporalpole-rh,0.1485148514851485,0.15841584158415842,0.13861386138613863,0.1188118811881188,0.0,0.15841584158415842,0.13861386138613863,0.13861386138613863
transversetemporal-rh,0.11578947368421053,0.12631578947368421,0.16842105263157894,0.17894736842105263,0.0,0.14736842105263157,0.10526315789473684,0.15789473684210525
