,frontalpole-rh,lateralorbitofrontal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-rh,parsorbitalis-rh,parstriangularis-rh,rostralanteriorcingulate-lh
frontalpole-rh,0.6166666666666667,0.11666666666666667,0.0,0.15,0.0,0.0,0.0,0.11666666666666667
lateralorbitofrontal-rh,0.15492957746478872,0.43661971830985913,0.028169014084507043,0.22535211267605634,0.04225352112676056,0.08450704225352113,0.0,0.028169014084507043
medialorbitofrontal-lh,0.0,0.08771929824561403,0.40350877192982454,0.10526315789473684,0.0,0.2631578947368421,0.14035087719298245,0.0
medialorbitofrontal-rh,0.203125,0.25,0.046875,0.328125,0.0,0.109375,0.0,0.0625
parahippocampal-rh,0.0,0.17142857142857143,0.0,0.0,0.6285714285714286,0.11428571428571428,0.08571428571428572,0.0
parsorbitalis-rh,0.024691358024691357,0.12345679012345678,0.14814814814814814,0.13580246913580246,0.09876543209876543,0.3950617283950617,0.07407407407407407,0.0
parstriangularis-rh,0.0,0.0,0.21428571428571427,0.0,0.125,0.16071428571428573,0.4642857142857143,0.03571428571428571
rostralanteriorcingulate-lh,0.11904761904761904,0.0,0.0,0.047619047619047616,0.0,0.0,0.09523809523809523,0.7380952380952381
