,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,FCz
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044444444444444446,0.0,0.0,0.0,0.0,0.13703703703703704,0.0,0.0,0.13703703703703704,0.0,0.0,0.13703703703703704,0.0,0.13703703703703704,0.0,0.0,0.0,0.0,0.13703703703703704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13703703703703704,0.0,0.0
F3,0.0,0.0,0.08205841446453407,0.0737134909596662,0.07093184979137691,0.008344923504867872,0.0,0.0,0.06675938803894298,0.0,0.0,0.06258692628650904,0.0,0.009735744089012517,0.0,0.0,0.0,0.0,0.0,0.0,0.08344923504867872,0.0,0.0,0.0,0.0,0.0,0.0,0.04728789986091794,0.0,0.03894297635605007,0.0,0.04450625869262865,0.08066759388038942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022253129346314324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02086230876216968,0.0,0.0,0.0,0.04033379694019471,0.0,0.0,0.055632823365785816,0.0027816411682892906,0.0,0.04728789986091794,0.06536856745479833,0.0,0.07649513212795549,0.0
F7,0.0,0.0,0.07681365576102418,0.07539118065433854,0.07254623044096728,0.008534850640113799,0.0,0.0,0.06827880512091039,0.0,0.0,0.06401137980085349,0.0,0.00995732574679943,0.0,0.0,0.0,0.0,0.0,0.0,0.07681365576102418,0.0,0.0,0.0,0.0,0.0,0.0,0.04836415362731152,0.0,0.03982930298719772,0.0,0.04551920341394026,0.07681365576102418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02275960170697013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021337126600284494,0.0,0.0,0.0,0.041251778093883355,0.0,0.0,0.05689900426742532,0.002844950213371266,0.0,0.04836415362731152,0.06685633001422475,0.0,0.07681365576102418,0.0
FT9,0.0,0.0,0.07492795389048991,0.07492795389048991,0.07348703170028818,0.008645533141210375,0.0,0.0,0.069164265129683,0.0,0.0,0.06484149855907781,0.0,0.010086455331412104,0.0,0.0,0.0,0.0,0.0,0.0,0.07492795389048991,0.0,0.0,0.0,0.0,0.0,0.0,0.04899135446685879,0.0,0.040345821325648415,0.0,0.04610951008645533,0.07492795389048991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023054755043227664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021613832853025938,0.0,0.0,0.0,0.04178674351585014,0.0,0.0,0.05763688760806916,0.002881844380403458,0.0,0.04899135446685879,0.06772334293948126,0.0,0.07492795389048991,0.0
FC5,0.0,0.0,0.05223880597014925,0.05223880597014925,0.05223880597014925,0.04477611940298507,0.0,0.0,0.05223880597014925,0.0,0.0,0.05223880597014925,0.0,0.05223880597014925,0.0,0.0,0.0,0.0,0.0,0.0,0.05223880597014925,0.0,0.0,0.0,0.0,0.0,0.0,0.05223880597014925,0.0,0.05223880597014925,0.0,0.05223880597014925,0.05223880597014925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05223880597014925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05223880597014925,0.0,0.0,0.0,0.05223880597014925,0.0,0.0,0.05223880597014925,0.014925373134328358,0.0,0.05223880597014925,0.05223880597014925,0.0,0.05223880597014925,0.0
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.0,0.0723781388478582,0.0723781388478582,0.0723781388478582,0.008862629246676515,0.0,0.0,0.07090103397341212,0.0,0.0,0.06646971935007386,0.0,0.0103397341211226,0.0,0.0,0.0,0.0,0.0,0.0,0.0723781388478582,0.0,0.0,0.0,0.0,0.0,0.0,0.050221565731166914,0.0,0.0413589364844904,0.0,0.047267355982274745,0.0723781388478582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023633677991137372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022156573116691284,0.0,0.0,0.0,0.04283604135893648,0.0,0.0,0.059084194977843424,0.0029542097488921715,0.0,0.050221565731166914,0.06942392909896603,0.0,0.0723781388478582,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
