,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF4,F2,FCz
Fz,0.05086136177194422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052502050861361775,0.0,0.01804757998359311,0.04840032813781788,0.02789171452009844,0.026251025430680888,0.013125512715340444,0.0,0.052502050861361775,0.0,0.02132895816242822,0.0,0.009023789991796555,0.02132895816242822,0.04019688269073011,0.0,0.0,0.0,0.051681706316652996,0.02543068088597211,0.0,0.0,0.026251025430680888,0.0,0.052502050861361775,0.0,0.0,0.0,0.044298605414273995,0.052502050861361775,0.04593929450369155,0.02461033634126333,0.0,0.0,0.0,0.02871205906480722,0.0008203445447087777,0.0,0.0,0.027071369975389663,0.0,0.03609515996718622,0.0,0.003281378178835111,0.03773584905660377,0.02871205906480722,0.0,0.02789171452009844,0.0,0.052502050861361775,0.0,0.052502050861361775,0.0,0.0
F3,0.0,0.05155746509129968,0.0,0.04081632653061224,0.05370569280343716,0.0,0.03866809881847476,0.03866809881847476,0.0,0.022556390977443608,0.0,0.0,0.0,0.008592910848549946,0.0,0.023630504833512353,0.0,0.031149301825993556,0.0,0.0,0.010741138560687433,0.0,0.0,0.03329752953813104,0.03759398496240601,0.036519871106337275,0.0,0.0,0.03866809881847476,0.02577873254564984,0.0,0.02685284640171858,0.0,0.04403866809881848,0.02685284640171858,0.0,0.0,0.0,0.0,0.0,0.024704618689581095,0.0,0.05263157894736842,0.0010741138560687433,0.02577873254564984,0.031149301825993556,0.034371643394199784,0.0,0.04081632653061224,0.0,0.05370569280343716,0.022556390977443608,0.0,0.0,0.023630504833512353,0.0,0.04189044038668099,0.0,0.0322234156820623,0.0,0.0,0.02577873254564984
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.04423748544819558,0.0,0.04307334109429569,0.04423748544819558,0.0,0.04074505238649592,0.04190919674039581,0.0,0.023282887077997673,0.0,0.0,0.0,0.004656577415599534,0.0,0.025611175785797437,0.0,0.03259604190919674,0.0,0.0,0.010477299185098952,0.0,0.0,0.034924330616996506,0.03958090803259604,0.03841676367869616,0.0,0.0,0.04074505238649592,0.027939464493597205,0.0,0.02910360884749709,0.0,0.04423748544819558,0.027939464493597205,0.0,0.0,0.0,0.0,0.0,0.02677532013969732,0.0,0.04423748544819558,0.0,0.02677532013969732,0.033760186263096625,0.03608847497089639,0.0,0.04307334109429569,0.0,0.04423748544819558,0.01979045401629802,0.0,0.0,0.024447031431897557,0.0,0.04423748544819558,0.0,0.034924330616996506,0.0,0.0,0.027939464493597205
FC5,0.0,0.04892367906066536,0.0,0.03718199608610567,0.08904109589041095,0.0,0.036203522504892366,0.03522504892367906,0.0,0.021526418786692758,0.0,0.0,0.0,0.009784735812133072,0.0,0.021526418786692758,0.0,0.029354207436399216,0.0,0.0,0.010763209393346379,0.0,0.0,0.03131115459882583,0.03522504892367906,0.03424657534246575,0.0,0.0,0.036203522504892366,0.023483365949119372,0.0,0.02446183953033268,0.0,0.0410958904109589,0.025440313111545987,0.0,0.0,0.0,0.0,0.0,0.022504892367906065,0.0,0.060665362035225046,0.0029354207436399216,0.02446183953033268,0.02837573385518591,0.03228962818003914,0.0,0.03816046966731898,0.0,0.06360078277886497,0.022504892367906065,0.0,0.0,0.021526418786692758,0.0,0.03913894324853229,0.0,0.029354207436399216,0.0,0.0,0.023483365949119372
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.0,0.04362801377726751,0.0,0.04247990815154994,0.04362801377726751,0.0,0.04247990815154994,0.03903559127439724,0.0,0.02525832376578645,0.0,0.0,0.0,0.002296211251435132,0.0,0.02525832376578645,0.0,0.03444316877152698,0.0,0.0,0.012629161882893225,0.0,0.0,0.03673938002296211,0.04133180252583238,0.040183696900114814,0.0,0.0,0.04247990815154994,0.027554535017221583,0.0,0.02870264064293915,0.0,0.04362801377726751,0.029850746268656716,0.0,0.0,0.0,0.0,0.0,0.02640642939150402,0.0,0.04362801377726751,0.0,0.02870264064293915,0.03329506314580941,0.03788748564867968,0.0,0.04362801377726751,0.0,0.04247990815154994,0.01722158438576349,0.0,0.0,0.021814006888633754,0.0,0.04362801377726751,0.0,0.03444316877152698,0.0,0.0,0.02525832376578645
T7,0.0,0.04460966542750929,0.0,0.042131350681536554,0.04460966542750929,0.0,0.03965303593556382,0.04337050805452292,0.0,0.021065675340768277,0.0,0.0,0.0,0.006195786864931847,0.0,0.027261462205700124,0.0,0.030978934324659233,0.0,0.0,0.007434944237918215,0.0,0.0,0.03345724907063197,0.03841387856257745,0.03717472118959108,0.0,0.0,0.03965303593556382,0.02973977695167286,0.0,0.028500619578686492,0.0,0.04460966542750929,0.026022304832713755,0.0,0.0,0.0,0.0,0.0,0.028500619578686492,0.0,0.04460966542750929,0.0,0.024783147459727387,0.03593556381660471,0.03469640644361834,0.0,0.042131350681536554,0.0,0.04460966542750929,0.022304832713754646,0.0,0.0,0.027261462205700124,0.0,0.04337050805452292,0.0,0.03717472118959108,0.0,0.0,0.02973977695167286
TP9,0.04809930178432894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05896043444530644,0.0,0.019394879751745538,0.045771916214119475,0.02560124127230411,0.02482544608223429,0.012412723041117145,0.0,0.05896043444530644,0.0,0.019394879751745538,0.0,0.011636927851047323,0.02017067494181536,0.04034134988363072,0.0,0.0,0.0,0.04809930178432894,0.027152831652443754,0.0,0.0,0.02482544608223429,0.0,0.05896043444530644,0.0,0.0,0.0,0.041117145073700546,0.05818463925523662,0.04266873545384019,0.022498060512024826,0.0,0.0,0.0,0.027152831652443754,0.003878975950349108,0.0,0.0,0.02482544608223429,0.0,0.03413498836307215,0.0,0.0023273855702094647,0.035686578743211794,0.027152831652443754,0.0,0.02560124127230411,0.0,0.05430566330488751,0.0,0.055857253685027156,0.0,0.0
CP5,0.0,0.039792387543252594,0.0,0.03806228373702422,0.04152249134948097,0.0,0.04152249134948097,0.0328719723183391,0.0,0.04325259515570934,0.0,0.0,0.0,0.0,0.0,0.02249134948096886,0.0,0.04152249134948097,0.0,0.0,0.02422145328719723,0.0,0.0,0.04498269896193772,0.04498269896193772,0.04498269896193772,0.0,0.0,0.039792387543252594,0.031141868512110725,0.0,0.03460207612456748,0.0,0.039792387543252594,0.04152249134948097,0.0,0.0,0.0,0.0,0.0,0.025951557093425604,0.0,0.039792387543252594,0.0,0.04498269896193772,0.031141868512110725,0.04152249134948097,0.0,0.04498269896193772,0.0,0.03806228373702422,0.0,0.0,0.0,0.006920415224913495,0.0,0.039792387543252594,0.0,0.02768166089965398,0.0,0.0,0.012110726643598616
