,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF4,F2,FCz
Fz,0.048207663782447466,0.049443757725587144,0.02595797280593325,0.03955500618046971,0.048207663782447466,0.049443757725587144,0.0,0.0,0.049443757725587144,0.009888751545117428,0.042027194066749075,0.0,0.02595797280593325,0.0,0.0,0.042027194066749075,0.0,0.0,0.0,0.03955500618046971,0.042027194066749075,0.0,0.013597033374536464,0.0,0.013597033374536464,0.029666254635352288,0.048207663782447466,0.04697156983930779,0.03955500618046971,0.0,0.0,0.037082818294190356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02595797280593325,0.0,0.0012360939431396785,0.0,0.0,0.0,0.049443757725587144,0.0,0.0,0.048207663782447466,0.0,0.049443757725587144,0.0,0.0,0.0,0.0,0.0,0.0,0.0407911001236094,0.0,0.0,0.04449938195302843,0.0
F3,0.034129692832764506,0.09726962457337884,0.020477815699658702,0.031569965870307165,0.043515358361774746,0.03498293515358362,0.0,0.0,0.042662116040955635,0.006825938566552901,0.029863481228668942,0.0,0.02218430034129693,0.0,0.0,0.033276450511945395,0.0,0.0,0.0,0.041808873720136516,0.030716723549488054,0.0,0.00938566552901024,0.0,0.00938566552901024,0.02303754266211604,0.09044368600682594,0.03583617747440273,0.04436860068259386,0.0,0.0,0.029863481228668942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02218430034129693,0.0,0.002559726962457338,0.0,0.0,0.0,0.03583617747440273,0.0,0.0,0.06228668941979522,0.0,0.09897610921501707,0.0,0.0,0.0,0.0,0.0,0.0,0.031569965870307165,0.0,0.0,0.03498293515358362,0.0
F7,0.040421792618629174,0.0421792618629174,0.040421792618629174,0.0421792618629174,0.0421792618629174,0.03866432337434095,0.0,0.0,0.0421792618629174,0.014059753954305799,0.040421792618629174,0.0,0.040421792618629174,0.0,0.0,0.0421792618629174,0.0,0.0,0.0,0.0421792618629174,0.0421792618629174,0.0,0.012302284710017574,0.0,0.019332161687170474,0.0421792618629174,0.0421792618629174,0.0421792618629174,0.0421792618629174,0.0,0.0,0.0421792618629174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040421792618629174,0.0,0.0,0.0,0.0,0.0,0.03866432337434095,0.0,0.0,0.0421792618629174,0.0,0.0421792618629174,0.0,0.0,0.0,0.0,0.0,0.0,0.0421792618629174,0.0,0.0,0.0421792618629174,0.0
FT9,0.039673278879813305,0.045507584597432905,0.028004667444574097,0.047841306884480746,0.043173862310385065,0.038506417736289385,0.0,0.0,0.040840140023337225,0.009334889148191364,0.039673278879813305,0.0,0.03500583430571762,0.0,0.0,0.047841306884480746,0.0,0.0,0.0,0.047841306884480746,0.040840140023337225,0.0,0.012835472578763127,0.0,0.012835472578763127,0.03150525087514586,0.047841306884480746,0.043173862310385065,0.047841306884480746,0.0,0.0,0.045507584597432905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03500583430571762,0.0,0.0,0.0,0.0,0.0,0.038506417736289385,0.0,0.0,0.045507584597432905,0.0,0.047841306884480746,0.0,0.0,0.0,0.0,0.0,0.0,0.043173862310385065,0.0,0.0,0.044340723453908985,0.0
FC5,0.04338394793926247,0.055314533622559656,0.026030368763557483,0.03796095444685466,0.05314533622559653,0.04338394793926247,0.0,0.0,0.0509761388286334,0.008676789587852495,0.03796095444685466,0.0,0.026030368763557483,0.0,0.0,0.04013015184381779,0.0,0.0,0.0,0.044468546637744036,0.039045553145336226,0.0,0.01193058568329718,0.0,0.01193058568329718,0.02928416485900217,0.05422993492407809,0.044468546637744036,0.044468546637744036,0.0,0.0,0.03579175704989154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026030368763557483,0.0,0.0010845986984815619,0.0,0.0,0.0,0.04338394793926247,0.0,0.0,0.05422993492407809,0.0,0.055314533622559656,0.0,0.0,0.0,0.0,0.0,0.0,0.039045553145336226,0.0,0.0,0.04229934924078091,0.0
FC1,0.04785894206549118,0.05037783375314862,0.02518891687657431,0.03904282115869018,0.04785894206549118,0.05037783375314862,0.0,0.0,0.05037783375314862,0.010075566750629723,0.041561712846347604,0.0,0.02518891687657431,0.0,0.0,0.041561712846347604,0.0,0.0,0.0,0.03904282115869018,0.041561712846347604,0.0,0.013853904282115869,0.0,0.013853904282115869,0.028967254408060455,0.04785894206549118,0.04659949622166247,0.03904282115869018,0.0,0.0,0.036523929471032744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02518891687657431,0.0,0.003778337531486146,0.0,0.0,0.0,0.05163727959697733,0.0,0.0,0.04785894206549118,0.0,0.05037783375314862,0.0,0.0,0.0,0.0,0.0,0.0,0.04030226700251889,0.0,0.0,0.04408060453400504,0.0
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.03434343434343434,0.03535353535353535,0.0,0.0,0.0,0.03535353535353535,0.00202020202020202,0.028282828282828285,0.03434343434343434,0.0,0.03535353535353535,0.03535353535353535,0.03535353535353535,0.0,0.0,0.03535353535353535,0.0,0.03434343434343434,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.03333333333333333,0.0,0.03333333333333333,0.03535353535353535,0.03434343434343434,0.03535353535353535,0.0,0.0,0.03232323232323232,0.025252525252525252,0.03434343434343434,0.026262626262626262,0.025252525252525252,0.0,0.0,0.03535353535353535,0.0,0.03535353535353535,0.0,0.03535353535353535,0.0,0.029292929292929294,0.03535353535353535,0.03535353535353535,0.03535353535353535,0.0,0.03535353535353535,0.0,0.0,0.03232323232323232
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.020278099652375436,0.03997682502896872,0.0,0.0,0.0,0.041135573580533026,0.0017381228273464658,0.02607184241019699,0.020278099652375436,0.0,0.041135573580533026,0.041135573580533026,0.041135573580533026,0.0,0.0,0.041135573580533026,0.0,0.039397450753186555,0.0,0.0,0.0,0.0,0.0,0.031286210892236384,0.0,0.0,0.039397450753186555,0.0,0.020278099652375436,0.038238702201622246,0.03360370799536501,0.041135573580533026,0.0,0.0,0.021436848203939745,0.02433371958285052,0.03997682502896872,0.019119351100811123,0.015063731170336037,0.0,0.0,0.022595596755504054,0.0,0.041135573580533026,0.0,0.038238702201622246,0.0,0.030127462340672075,0.041135573580533026,0.041135573580533026,0.03244495944380069,0.0,0.041135573580533026,0.0,0.0,0.03476245654692932
TP9,0.04479283314669653,0.054871220604703244,0.02463605823068309,0.036954087346024636,0.05263157894736842,0.04591265397536394,0.0,0.0,0.05375139977603583,0.008958566629339306,0.03919372900335946,0.0,0.02463605823068309,0.0,0.0,0.03919372900335946,0.0,0.0,0.0,0.04479283314669653,0.03919372900335946,0.0,0.012318029115341545,0.0,0.012318029115341545,0.027995520716685332,0.05263157894736842,0.043673012318029114,0.04479283314669653,0.0,0.0,0.03471444568868981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02463605823068309,0.0,0.0033594624860022394,0.0,0.0,0.0,0.04703247480403135,0.0,0.0,0.05263157894736842,0.0,0.054871220604703244,0.0,0.0,0.0,0.0,0.0,0.0,0.03807390817469205,0.0,0.0,0.04143337066069429,0.0
CP5,0.041025641025641026,0.041025641025641026,0.041025641025641026,0.041025641025641026,0.041025641025641026,0.041025641025641026,0.0,0.0,0.041025641025641026,0.035897435897435895,0.041025641025641026,0.0,0.041025641025641026,0.0,0.0,0.041025641025641026,0.0,0.0,0.0,0.041025641025641026,0.041025641025641026,0.0,0.0,0.0,0.020512820512820513,0.041025641025641026,0.041025641025641026,0.041025641025641026,0.041025641025641026,0.0,0.0,0.041025641025641026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041025641025641026,0.0,0.0,0.0,0.0,0.0,0.041025641025641026,0.0,0.0,0.041025641025641026,0.0,0.041025641025641026,0.0,0.0,0.0,0.0,0.0,0.0,0.041025641025641026,0.0,0.0,0.041025641025641026,0.0
