,caudalanteriorcingulate-rh,frontalpole-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-rh,superiorfrontal-rh
caudalanteriorcingulate-rh,0.35501355013550134,0.13279132791327913,0.024390243902439025,0.11382113821138211,0.051490514905149054,0.11382113821138211,0.15447154471544716,0.05420054200542006
frontalpole-rh,0.10657193605683836,0.2912966252220249,0.0497335701598579,0.1847246891651865,0.152753108348135,0.0763765541740675,0.11012433392539965,0.028419182948490232
medialorbitofrontal-lh,0.00992063492063492,0.09325396825396826,0.3968253968253968,0.023809523809523808,0.19246031746031747,0.05555555555555555,0.13293650793650794,0.09523809523809523
medialorbitofrontal-rh,0.07846410684474124,0.12687813021702837,0.018363939899833055,0.27712854757929883,0.14858096828046743,0.1419031719532554,0.10851419031719532,0.1001669449081803
rostralanteriorcingulate-lh,0.026392961876832845,0.15102639296187684,0.12023460410557185,0.14222873900293256,0.27126099706744866,0.07917888563049853,0.13636363636363635,0.07331378299120235
rostralanteriorcingulate-rh,0.10609037328094302,0.05893909626719057,0.068762278978389,0.11787819253438114,0.068762278978389,0.26719056974459726,0.19646365422396855,0.11591355599214145
rostralmiddlefrontal-rh,0.1118421052631579,0.09210526315789473,0.10197368421052631,0.09210526315789473,0.11348684210526316,0.14802631578947367,0.25164473684210525,0.08881578947368421
superiorfrontal-rh,0.027093596059113302,0.03694581280788178,0.14039408866995073,0.11822660098522167,0.09852216748768473,0.1477832512315271,0.10837438423645321,0.3226600985221675
