,caudalanteriorcingulate-rh,frontalpole-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-rh,superiorfrontal-rh
caudalanteriorcingulate-rh,0.2736318407960199,0.04975124378109453,0.04477611940298507,0.0945273631840796,0.01990049751243781,0.18407960199004975,0.24875621890547264,0.0845771144278607
frontalpole-rh,0.05379746835443038,0.23734177215189872,0.04113924050632911,0.2088607594936709,0.1550632911392405,0.12341772151898735,0.13924050632911392,0.04113924050632911
medialorbitofrontal-lh,0.025380710659898477,0.1218274111675127,0.3147208121827411,0.030456852791878174,0.25888324873096447,0.0,0.14720812182741116,0.10152284263959391
medialorbitofrontal-rh,0.0914826498422713,0.167192429022082,0.006309148264984227,0.2618296529968454,0.0914826498422713,0.17981072555205047,0.13564668769716087,0.06624605678233439
rostralanteriorcingulate-lh,0.028662420382165606,0.20382165605095542,0.1178343949044586,0.1337579617834395,0.25477707006369427,0.0732484076433121,0.1624203821656051,0.025477707006369428
rostralanteriorcingulate-rh,0.17279411764705882,0.09926470588235294,0.0,0.16176470588235295,0.04779411764705882,0.25735294117647056,0.21323529411764705,0.04779411764705882
rostralmiddlefrontal-rh,0.1634349030470914,0.10526315789473684,0.0664819944598338,0.10526315789473684,0.10249307479224377,0.1329639889196676,0.26869806094182824,0.055401662049861494
superiorfrontal-rh,0.07096774193548387,0.08387096774193549,0.16774193548387098,0.12903225806451613,0.06451612903225806,0.07096774193548387,0.06451612903225806,0.34838709677419355
