,caudalmiddlefrontal-rh,entorhinal-lh,frontalpole-lh,inferiortemporal-lh,middletemporal-lh,temporalpole-lh,temporalpole-rh,transversetemporal-lh
caudalmiddlefrontal-rh,0.6195652173913043,0.10869565217391304,0.0,0.16304347826086957,0.043478260869565216,0.06521739130434782,0.0,0.0
entorhinal-lh,0.2,0.425,0.0,0.025,0.275,0.0,0.0,0.075
frontalpole-lh,0.0,0.0,0.7317073170731707,0.0,0.0,0.07317073170731707,0.1951219512195122,0.0
inferiortemporal-lh,0.11842105263157894,0.0,0.0,0.4605263157894737,0.0,0.34210526315789475,0.0,0.07894736842105263
middletemporal-lh,0.12195121951219512,0.34146341463414637,0.0,0.0,0.4024390243902439,0.0,0.036585365853658534,0.0975609756097561
temporalpole-lh,0.025974025974025976,0.0,0.05194805194805195,0.2597402597402597,0.03896103896103896,0.45454545454545453,0.0,0.16883116883116883
temporalpole-rh,0.0,0.0,0.21666666666666667,0.0,0.08333333333333333,0.0,0.65,0.05
transversetemporal-lh,0.0,0.15584415584415584,0.0,0.03896103896103896,0.15584415584415584,0.11688311688311688,0.012987012987012988,0.5194805194805194
