,frontalpole-lh,frontalpole-rh,isthmuscingulate-lh,lateraloccipital-lh,medialorbitofrontal-lh,parahippocampal-lh,parahippocampal-rh,parsopercularis-rh
frontalpole-lh,0.8227848101265823,0.0759493670886076,0.0,0.0,0.10126582278481013,0.0,0.0,0.0
frontalpole-rh,0.029411764705882353,0.9264705882352942,0.0,0.0,0.04411764705882353,0.0,0.0,0.0
isthmuscingulate-lh,0.0,0.0,0.6071428571428571,0.21428571428571427,0.0,0.0,0.17857142857142858,0.0
lateraloccipital-lh,0.0,0.0,0.16455696202531644,0.6582278481012658,0.0,0.0,0.17721518987341772,0.0
medialorbitofrontal-lh,0.15942028985507245,0.057971014492753624,0.0,0.0,0.782608695652174,0.0,0.0,0.0
parahippocampal-lh,0.0,0.0,0.03333333333333333,0.0,0.0,0.6,0.2,0.16666666666666666
parahippocampal-rh,0.0,0.0,0.13253012048192772,0.14457831325301204,0.0,0.14457831325301204,0.5783132530120482,0.0
parsopercularis-rh,0.0,0.0,0.0,0.0,0.0,0.2631578947368421,0.0,0.7368421052631579
