,cuneus-lh,frontalpole-rh,isthmuscingulate-lh,lateraloccipital-lh,medialorbitofrontal-rh,parsorbitalis-rh,pericalcarine-lh,rostralanteriorcingulate-rh
cuneus-lh,0.44036697247706424,0.0,0.10550458715596331,0.2018348623853211,0.0,0.0,0.2018348623853211,0.05045871559633028
frontalpole-rh,0.0,0.9354838709677419,0.010752688172043012,0.0,0.053763440860215055,0.0,0.0,0.0
isthmuscingulate-lh,0.2403846153846154,0.009615384615384616,0.6923076923076923,0.0,0.0,0.0,0.038461538461538464,0.019230769230769232
lateraloccipital-lh,0.21710526315789475,0.0,0.0,0.45394736842105265,0.0,0.0,0.24342105263157895,0.08552631578947369
medialorbitofrontal-rh,0.0,0.06622516556291391,0.0,0.0,0.44370860927152317,0.16556291390728478,0.0,0.32450331125827814
parsorbitalis-rh,0.0,0.016666666666666666,0.0,0.0,0.15,0.7083333333333334,0.0,0.125
pericalcarine-lh,0.23684210526315788,0.0,0.042105263157894736,0.21578947368421053,0.0,0.0,0.4789473684210526,0.02631578947368421
rostralanteriorcingulate-rh,0.04046242774566474,0.0,0.011560693641618497,0.06936416184971098,0.27167630057803466,0.12138728323699421,0.05202312138728324,0.43352601156069365
