,caudalmiddlefrontal-lh,inferiorparietal-rh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,supramarginal-lh
caudalmiddlefrontal-lh,0.20353982300884957,0.08849557522123894,0.0855457227138643,0.032448377581120944,0.14454277286135694,0.08849557522123894,0.17994100294985252,0.17699115044247787
inferiorparietal-rh,0.08356545961002786,0.22841225626740946,0.13370473537604458,0.03064066852367688,0.181058495821727,0.17827298050139276,0.08635097493036212,0.07799442896935933
superiorfrontal-lh,0.08083832335329341,0.1377245508982036,0.24251497005988024,0.1377245508982036,0.12874251497005987,0.1377245508982036,0.0718562874251497,0.06287425149700598
superiorfrontal-rh,0.05851063829787234,0.05851063829787234,0.24468085106382978,0.40425531914893614,0.05851063829787234,0.05851063829787234,0.05851063829787234,0.05851063829787234
superiorparietal-lh,0.1186046511627907,0.1511627906976744,0.10465116279069768,0.02558139534883721,0.2069767441860465,0.15348837209302327,0.12325581395348838,0.11627906976744186
superiorparietal-rh,0.08797653958944282,0.18475073313782991,0.14076246334310852,0.03225806451612903,0.187683284457478,0.1935483870967742,0.09090909090909091,0.08211143695014662
superiortemporal-lh,0.18475073313782991,0.09090909090909091,0.07624633431085044,0.03225806451612903,0.15542521994134897,0.09090909090909091,0.187683284457478,0.18181818181818182
supramarginal-lh,0.18960244648318042,0.0856269113149847,0.07033639143730887,0.03363914373088685,0.1529051987767584,0.0856269113149847,0.18960244648318042,0.1926605504587156
