,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.05982905982905983,0.0,0.0,0.0,0.0,0.003205128205128205,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,0.07799145299145299,0.0,0.09081196581196581,0.0,0.0,0.0,0.03739316239316239,0.0,0.0,0.004273504273504274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08440170940170941,0.04700854700854701,0.0,0.0,0.021367521367521368,0.049145299145299144,0.0,0.024572649572649572,0.0,0.0,0.0,0.09935897435897435,0.0,0.0,0.0673076923076923,0.0,0.060897435897435896,0.0,0.03632478632478633,0.07371794871794872,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.0,0.0,0.06016949152542373,0.0,0.0,0.0,0.027966101694915254,0.0,0.0,0.0,0.04915254237288136,0.05677966101694915,0.0,0.0,0.05423728813559322,0.023728813559322035,0.05593220338983051,0.0,0.0,0.0,0.0,0.05847457627118644,0.0,0.06016949152542373,0.0,0.0288135593220339,0.0,0.0211864406779661,0.015254237288135594,0.0,0.0,0.0,0.051694915254237285,0.0576271186440678,0.04915254237288136,0.03728813559322034,0.0,0.0,0.0,0.05677966101694915,0.0,0.0,0.0,0.061016949152542375,0.0,0.053389830508474574,0.0,0.06016949152542373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061016949152542375
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.0,0.0,0.0,0.050381679389312976,0.0,0.0,0.0,0.04885496183206107,0.0,0.0,0.0,0.050381679389312976,0.050381679389312976,0.0,0.0,0.050381679389312976,0.03816793893129771,0.050381679389312976,0.0,0.0,0.0,0.0,0.050381679389312976,0.0,0.050381679389312976,0.0,0.04122137404580153,0.0,0.03816793893129771,0.02748091603053435,0.0,0.0,0.0,0.050381679389312976,0.050381679389312976,0.050381679389312976,0.050381679389312976,0.0,0.0,0.0,0.050381679389312976,0.0,0.0,0.0,0.050381679389312976,0.0,0.050381679389312976,0.0,0.050381679389312976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050381679389312976
T7,0.0,0.07569721115537849,0.0,0.0,0.0,0.0,0.0,0.0,0.07304116865869854,0.0,0.0,0.0,0.0,0.00398406374501992,0.0,0.0,0.0,0.0,0.06108897742363878,0.0,0.0,0.07569721115537849,0.0,0.07569721115537849,0.0,0.0,0.0,0.0451527224435591,0.0,0.0,0.005312084993359893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07569721115537849,0.05843293492695883,0.0,0.0,0.02390438247011952,0.06108897742363878,0.0,0.03054448871181939,0.0,0.0,0.0,0.07569721115537849,0.0,0.0,0.06905710491367861,0.0,0.06905710491367861,0.0,0.0451527224435591,0.07569721115537849,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
