,caudalanteriorcingulate-lh,fusiform-lh,isthmuscingulate-rh,paracentral-lh,paracentral-rh,parahippocampal-lh,posteriorcingulate-rh,temporalpole-rh
caudalanteriorcingulate-lh,0.13043478260869565,0.13043478260869565,0.08695652173913043,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.13043478260869565
fusiform-lh,0.13043478260869565,0.13043478260869565,0.08695652173913043,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.13043478260869565
isthmuscingulate-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
paracentral-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
paracentral-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
parahippocampal-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
posteriorcingulate-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
temporalpole-rh,0.13043478260869565,0.13043478260869565,0.08695652173913043,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.13043478260869565
