,FT9,F4,Fp2,AF7,AF3,C2,FC4,AF8
FT9,0.7877358490566038,0.21226415094339623,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.45685279187817257,0.5431472081218274,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC4,0.0,0.0,0.0,0.0,0.0,0.0,0.8272727272727273,0.17272727272727273
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.04242424242424243,0.9575757575757575
