,Fp2,AF7,AF3,AFz,F5,F6,AF8,AF4
Fp2,0.6359832635983264,0.0,0.0,0.36401673640167365,0.0,0.0,0.0,0.0
AF7,0.0,0.49673202614379086,0.0,0.5032679738562091,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.20092378752886836,0.17782909930715934,0.0,0.6212471131639723,0.0,0.0,0.0,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
