,Fp2,AF7,AF3,AFz,F5,F6,AF8,AF4
Fp2,0.5869218500797448,0.0,0.0,0.24242424242424243,0.0,0.0,0.17065390749601275,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.42696629213483145,0.0,0.0,0.42134831460674155,0.0,0.0,0.15168539325842698,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AF8,0.15933232169954475,0.0,0.0,0.07890743550834597,0.0,0.0,0.7617602427921093,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
