,Fp2,AF7,AF3,AFz,F5,F6,AF8,AF4
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.7303102625298329,0.0,0.0,0.0,0.26968973747016706,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AF8,0.0,0.0,0.36163522012578614,0.0,0.0,0.0,0.6383647798742138,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
