,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
inferiorparietal-rh,0.41025641025641024,0.07692307692307693,0.07692307692307693,0.11794871794871795,0.046153846153846156,0.12307692307692308,0.10256410256410256,0.046153846153846156
parsopercularis-lh,0.12149532710280374,0.22429906542056074,0.16822429906542055,0.14953271028037382,0.0,0.16822429906542055,0.16822429906542055,0.0
parstriangularis-rh,0.1111111111111111,0.13333333333333333,0.24444444444444444,0.14074074074074075,0.0,0.17777777777777778,0.1925925925925926,0.0
postcentral-rh,0.12,0.10285714285714286,0.10857142857142857,0.25142857142857145,0.045714285714285714,0.14857142857142858,0.12571428571428572,0.09714285714285714
rostralmiddlefrontal-lh,0.10126582278481013,0.0,0.0,0.12658227848101267,0.45569620253164556,0.11392405063291139,0.06329113924050633,0.13924050632911392
superiortemporal-lh,0.12994350282485875,0.1016949152542373,0.14124293785310735,0.15819209039548024,0.05649717514124294,0.1864406779661017,0.1694915254237288,0.05649717514124294
superiortemporal-rh,0.12727272727272726,0.10909090909090909,0.16363636363636364,0.14545454545454545,0.03636363636363636,0.18787878787878787,0.19393939393939394,0.03636363636363636
supramarginal-lh,0.11428571428571428,0.0,0.0,0.2714285714285714,0.14285714285714285,0.12857142857142856,0.07142857142857142,0.2714285714285714
