,bankssts-lh,bankssts-rh,inferiortemporal-lh,isthmuscingulate-rh,lateralorbitofrontal-lh,paracentral-rh,pericalcarine-rh,temporalpole-lh
bankssts-lh,0.348993288590604,0.21476510067114093,0.0,0.1476510067114094,0.06711409395973154,0.12080536912751678,0.0,0.10067114093959731
bankssts-rh,0.20437956204379562,0.3722627737226277,0.051094890510948905,0.19708029197080293,0.13138686131386862,0.0,0.0,0.043795620437956206
inferiortemporal-lh,0.0,0.05813953488372093,0.6744186046511628,0.09302325581395349,0.1744186046511628,0.0,0.0,0.0
isthmuscingulate-rh,0.11834319526627218,0.15976331360946747,0.05917159763313609,0.35502958579881655,0.24260355029585798,0.0,0.0,0.0650887573964497
lateralorbitofrontal-lh,0.05,0.1,0.10625,0.23125,0.5125,0.0,0.0,0.0
paracentral-rh,0.21782178217821782,0.0,0.0,0.019801980198019802,0.0,0.5643564356435643,0.0,0.19801980198019803
pericalcarine-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
temporalpole-lh,0.13934426229508196,0.06557377049180328,0.0,0.12295081967213115,0.0,0.16393442622950818,0.0,0.5081967213114754
