,entorhinal-lh,frontalpole-lh,paracentral-lh,parsorbitalis-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,superiorparietal-rh,temporalpole-rh
entorhinal-lh,0.8947368421052632,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0
frontalpole-lh,0.0,0.6987951807228916,0.0,0.30120481927710846,0.0,0.0,0.0,0.0
paracentral-lh,0.0,0.0,0.6483516483516484,0.0,0.0,0.01098901098901099,0.34065934065934067,0.0
parsorbitalis-lh,0.0,0.3372093023255814,0.0,0.6627906976744186,0.0,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.03007518796992481,0.0,0.0,0.0,0.6090225563909775,0.3458646616541353,0.015037593984962405,0.0
rostralanteriorcingulate-rh,0.031007751937984496,0.0,0.023255813953488372,0.0,0.3643410852713178,0.4883720930232558,0.09302325581395349,0.0
superiorparietal-rh,0.0,0.0,0.36633663366336633,0.0,0.0,0.10891089108910891,0.5247524752475248,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
