,caudalanteriorcingulate-lh,cuneus-lh,frontalpole-rh,fusiform-lh,isthmuscingulate-rh,medialorbitofrontal-rh,pericalcarine-rh,rostralanteriorcingulate-lh
caudalanteriorcingulate-lh,0.4589041095890411,0.0,0.2534246575342466,0.0,0.0,0.0,0.0,0.2876712328767123
cuneus-lh,0.0,0.9659090909090909,0.0,0.0,0.0,0.0,0.03409090909090909,0.0
frontalpole-rh,0.33433734939759036,0.0,0.3313253012048193,0.0,0.0,0.0,0.0,0.33433734939759036
fusiform-lh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.0,0.7681159420289855,0.0,0.2318840579710145,0.0
medialorbitofrontal-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pericalcarine-rh,0.0,0.0211864406779661,0.0,0.0,0.2033898305084746,0.0,0.7754237288135594,0.0
rostralanteriorcingulate-lh,0.34594594594594597,0.0,0.3,0.0,0.0,0.0,0.0,0.35405405405405405
