,entorhinal-rh,frontalpole-rh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh,temporalpole-rh
entorhinal-rh,0.75,0.0625,0.0,0.0,0.0625,0.0625,0.0625,0.0
frontalpole-rh,0.0,0.35294117647058826,0.058823529411764705,0.0,0.23529411764705882,0.29411764705882354,0.058823529411764705,0.0
parahippocampal-lh,0.0,0.0,0.6923076923076923,0.0,0.0,0.0,0.0,0.3076923076923077
parahippocampal-rh,0.0,0.0,0.0,0.5833333333333334,0.0,0.0,0.0,0.4166666666666667
rostralanteriorcingulate-lh,0.0,0.32142857142857145,0.0,0.0,0.2857142857142857,0.32142857142857145,0.07142857142857142,0.0
rostralanteriorcingulate-rh,0.0,0.3548387096774194,0.0,0.0,0.25806451612903225,0.3225806451612903,0.06451612903225806,0.0
rostralmiddlefrontal-lh,0.0,0.2727272727272727,0.0,0.0,0.2727272727272727,0.2727272727272727,0.18181818181818182,0.0
temporalpole-rh,0.0,0.0,0.1,0.35,0.0,0.0,0.0,0.55
