,caudalmiddlefrontal-lh,postcentral-rh,precentral-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
caudalmiddlefrontal-lh,0.15789473684210525,0.13157894736842105,0.10526315789473684,0.14473684210526316,0.10526315789473684,0.11842105263157894,0.09210526315789473,0.14473684210526316
postcentral-rh,0.1388888888888889,0.19444444444444445,0.1111111111111111,0.125,0.09722222222222222,0.1111111111111111,0.08333333333333333,0.1388888888888889
precentral-lh,0.08602150537634409,0.0967741935483871,0.17204301075268819,0.13978494623655913,0.15053763440860216,0.10752688172043011,0.11827956989247312,0.12903225806451613
superiorparietal-rh,0.10476190476190476,0.11428571428571428,0.14285714285714285,0.14285714285714285,0.13333333333333333,0.11428571428571428,0.09523809523809523,0.1523809523809524
superiortemporal-lh,0.07079646017699115,0.08849557522123894,0.13274336283185842,0.12389380530973451,0.18584070796460178,0.1504424778761062,0.13274336283185842,0.11504424778761062
superiortemporal-rh,0.09090909090909091,0.09917355371900827,0.09090909090909091,0.11570247933884298,0.14049586776859505,0.18181818181818182,0.14049586776859505,0.14049586776859505
supramarginal-lh,0.054945054945054944,0.06593406593406594,0.12087912087912088,0.0989010989010989,0.15384615384615385,0.16483516483516483,0.1978021978021978,0.14285714285714285
supramarginal-rh,0.10377358490566038,0.11320754716981132,0.12264150943396226,0.12264150943396226,0.11320754716981132,0.1320754716981132,0.12264150943396226,0.16981132075471697
