,Pz,Oz,TP10,F8,Fp2,F1,CPz,F2
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.42038216560509556,0.0,0.15286624203821655,0.24203821656050956,0.08280254777070063,0.044585987261146494,0.05732484076433121
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.2558139534883721,0.0,0.36046511627906974,0.37209302325581395,0.0,0.011627906976744186,0.0
Fp2,0.0,0.2809917355371901,0.0,0.2727272727272727,0.4049586776859504,0.008264462809917356,0.024793388429752067,0.008264462809917356
F1,0.0,0.2191780821917808,0.0,0.0136986301369863,0.0410958904109589,0.3698630136986301,0.0821917808219178,0.273972602739726
CPz,0.0,0.24242424242424243,0.0,0.09090909090909091,0.15151515151515152,0.15151515151515152,0.21212121212121213,0.15151515151515152
F2,0.0,0.19672131147540983,0.0,0.01639344262295082,0.04918032786885246,0.32786885245901637,0.09836065573770492,0.3114754098360656
