,Fp1,F7,Pz,FT10,F8,Fp2,AF7,AFz
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.7570332480818415,0.0,0.0,0.0,0.0,0.24296675191815856,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.19663512092534174,0.0,0.0,0.0,0.0,0.6151419558359621,0.1882229232386961
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.4826666666666667,0.5173333333333333
