,Fp1,F7,FT9,FT10,F4,Fp2,AF7,AFz
Fp1,0.24550898203592814,0.0,0.0,0.0,0.0,0.25149700598802394,0.25149700598802394,0.25149700598802394
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.22340425531914893,0.0,0.0,0.0,0.0,0.2553191489361702,0.26063829787234044,0.26063829787234044
AF7,0.15555555555555556,0.0,0.0,0.0,0.0,0.1814814814814815,0.3296296296296296,0.3333333333333333
AFz,0.14482758620689656,0.0,0.0,0.0,0.0,0.16896551724137931,0.3103448275862069,0.3758620689655172
