,bankssts-lh,frontalpole-rh,fusiform-lh,inferiortemporal-rh,lateraloccipital-lh,middletemporal-lh,parstriangularis-lh,temporalpole-rh
bankssts-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.4375,0.0625,0.0,0.375,0.0,0.125,0.0
fusiform-lh,0.0,0.15,0.3,0.0,0.15,0.0,0.4,0.0
inferiortemporal-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
lateraloccipital-lh,0.0,0.41935483870967744,0.06451612903225806,0.0,0.3870967741935484,0.0,0.12903225806451613,0.0
middletemporal-lh,0.0,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.6923076923076923,0.07692307692307693,0.0
parstriangularis-lh,0.0,0.18518518518518517,0.2222222222222222,0.0,0.18518518518518517,0.0,0.4074074074074074,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
