,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,inferiorparietal-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-lh,0.2033898305084746,0.1440677966101695,0.22033898305084745,0.1271186440677966,0.15254237288135594,0.15254237288135594,0.0,0.0
caudalmiddlefrontal-rh,0.15126050420168066,0.16806722689075632,0.16806722689075632,0.14285714285714285,0.18487394957983194,0.18487394957983194,0.0,0.0
inferiorparietal-rh,0.174496644295302,0.12080536912751678,0.31543624161073824,0.10738255033557047,0.1476510067114094,0.1342281879194631,0.0,0.0
rostralmiddlefrontal-lh,0.13,0.14,0.16,0.18,0.2,0.19,0.0,0.0
rostralmiddlefrontal-rh,0.12244897959183673,0.14285714285714285,0.16326530612244897,0.1292517006802721,0.23809523809523808,0.20408163265306123,0.0,0.0
superiortemporal-lh,0.11842105263157894,0.13157894736842105,0.14473684210526316,0.125,0.19078947368421054,0.2894736842105263,0.0,0.0
superiortemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.6567164179104478,0.34328358208955223
supramarginal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.3709677419354839,0.6290322580645161
