,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,postcentral-lh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh
caudalmiddlefrontal-lh,0.16216216216216217,0.0,0.16216216216216217,0.13513513513513514,0.13513513513513514,0.13513513513513514,0.14864864864864866,0.12162162162162163
caudalmiddlefrontal-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
postcentral-lh,0.15714285714285714,0.0,0.15714285714285714,0.12857142857142856,0.14285714285714285,0.14285714285714285,0.15714285714285714,0.11428571428571428
rostralmiddlefrontal-lh,0.14864864864864866,0.0,0.14864864864864866,0.17567567567567569,0.13513513513513514,0.13513513513513514,0.13513513513513514,0.12162162162162163
superiorfrontal-lh,0.13513513513513514,0.0,0.13513513513513514,0.10810810810810811,0.2702702702702703,0.12162162162162163,0.13513513513513514,0.0945945945945946
superiorparietal-lh,0.12698412698412698,0.0,0.12698412698412698,0.12698412698412698,0.1111111111111111,0.30158730158730157,0.12698412698412698,0.07936507936507936
superiorparietal-rh,0.15625,0.0,0.15625,0.125,0.140625,0.15625,0.15625,0.109375
superiortemporal-lh,0.16417910447761194,0.0,0.14925373134328357,0.16417910447761194,0.13432835820895522,0.1044776119402985,0.13432835820895522,0.14925373134328357
