,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.06233766233766234,0.0,0.02727272727272727,0.024675324675324677,0.02987012987012987,0.0,0.04935064935064935,0.007792207792207792,0.03896103896103896,0.0,0.04415584415584416,0.0,0.0,0.01038961038961039,0.00909090909090909,0.0,0.02727272727272727,0.025974025974025976,0.0,0.03506493506493506,0.04025974025974026,0.00909090909090909,0.03506493506493506,0.0025974025974025974,0.005194805194805195,0.007792207792207792,0.012987012987012988,0.02207792207792208,0.003896103896103896,0.011688311688311689,0.0,0.03506493506493506,0.0,0.03116883116883117,0.0,0.0,0.0,0.01818181818181818,0.045454545454545456,0.014285714285714285,0.02727272727272727,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03896103896103896,0.02857142857142857,0.032467532467532464,0.048051948051948054,0.014285714285714285,0.016883116883116882,0.007792207792207792,0.04415584415584416,0.011688311688311689,0.0,0.0,0.0
Fz,0.0,0.07476635514018691,0.018691588785046728,0.009345794392523364,0.018691588785046728,0.0,0.014018691588785047,0.02336448598130841,0.004672897196261682,0.028037383177570093,0.018691588785046728,0.0,0.018691588785046728,0.018691588785046728,0.0,0.0,0.0,0.03271028037383177,0.004672897196261682,0.03271028037383177,0.03271028037383177,0.037383177570093455,0.0,0.028037383177570093,0.0,0.028037383177570093,0.018691588785046728,0.028037383177570093,0.009345794392523364,0.0,0.02336448598130841,0.028037383177570093,0.04672897196261682,0.0,0.0,0.0,0.018691588785046728,0.028037383177570093,0.028037383177570093,0.004672897196261682,0.014018691588785047,0.0,0.0,0.009345794392523364,0.0,0.02336448598130841,0.0,0.0,0.0,0.0,0.014018691588785047,0.0,0.037383177570093455,0.018691588785046728,0.04205607476635514,0.02336448598130841,0.03271028037383177,0.028037383177570093,0.0,0.0,0.037383177570093455,0.04205607476635514
F3,0.020719738276990186,0.006543075245365322,0.04143947655398037,0.03816793893129771,0.04143947655398037,0.0,0.04034896401308615,0.0,0.03816793893129771,0.0,0.04143947655398037,0.0,0.0,0.028353326063249727,0.0,0.0,0.027262813522355506,0.04252998909487459,0.0,0.04252998909487459,0.04252998909487459,0.0,0.009814612868047983,0.0,0.0,0.0,0.0,0.03925845147219193,0.0,0.0,0.0,0.04252998909487459,0.0,0.013086150490730643,0.0,0.0,0.0,0.03598691384950927,0.04252998909487459,0.028353326063249727,0.04034896401308615,0.0,0.027262813522355506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04034896401308615,0.03489640130861505,0.04252998909487459,0.04143947655398037,0.03271537622682661,0.03489640130861505,0.0,0.04252998909487459,0.0,0.0,0.0,0.0
F7,0.020118343195266272,0.004733727810650888,0.04142011834319527,0.040236686390532544,0.04142011834319527,0.0,0.04142011834319527,0.0,0.03905325443786982,0.0,0.04142011834319527,0.0,0.0,0.029585798816568046,0.0,0.0,0.027218934911242602,0.04142011834319527,0.0,0.04142011834319527,0.04142011834319527,0.0,0.008284023668639054,0.0,0.0,0.0,0.0,0.040236686390532544,0.0,0.0,0.0,0.04142011834319527,0.0,0.011834319526627219,0.0,0.0,0.0,0.036686390532544376,0.04142011834319527,0.03076923076923077,0.04142011834319527,0.0,0.027218934911242602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04142011834319527,0.03550295857988166,0.04142011834319527,0.04142011834319527,0.033136094674556214,0.03550295857988166,0.0,0.04142011834319527,0.0,0.0,0.0,0.0
FT9,0.01627906976744186,0.004651162790697674,0.030232558139534883,0.027131782945736434,0.050387596899224806,0.0,0.050387596899224806,0.0,0.04496124031007752,0.0,0.05116279069767442,0.0,0.0,0.020155038759689922,0.0,0.0,0.020155038759689922,0.047286821705426356,0.0,0.05193798449612403,0.05193798449612403,0.0,0.008527131782945736,0.0,0.0,0.0,0.0,0.027906976744186046,0.0,0.0,0.0,0.05193798449612403,0.0,0.010852713178294573,0.0,0.0,0.0,0.02558139534883721,0.05193798449612403,0.020155038759689922,0.03643410852713178,0.0,0.020930232558139535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04961240310077519,0.02635658914728682,0.05193798449612403,0.05116279069767442,0.023255813953488372,0.024806201550387597,0.0,0.05193798449612403,0.0,0.0,0.0,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.04293381037567084,0.0,0.044722719141323794,0.0,0.044722719141323794,0.0,0.0,0.03935599284436494,0.0,0.04293381037567084,0.0,0.0,0.0,0.03756708407871199,0.0,0.0,0.044722719141323794,0.0,0.044722719141323794,0.04114490161001789,0.044722719141323794,0.044722719141323794,0.0,0.044722719141323794,0.03935599284436494,0.044722719141323794,0.0,0.03041144901610018,0.0,0.0,0.0,0.044722719141323794,0.0,0.0,0.0,0.0,0.03041144901610018,0.0,0.03220035778175313,0.0,0.03935599284436494,0.0,0.0,0.044722719141323794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044722719141323794,0.0,0.04293381037567084,0.0,0.044722719141323794,0.044722719141323794
FC1,0.02074688796680498,0.002963841138114997,0.023117960877296978,0.02074688796680498,0.03971547125074096,0.0,0.07053941908713693,0.0,0.04030823947836396,0.0,0.04860699466508595,0.0,0.0,0.015411973918197985,0.0005927682276229994,0.0,0.015411973918197985,0.03615886188500297,0.0,0.05394190871369295,0.06698280972139893,0.0,0.01007705986959099,0.0,0.0,0.0,0.0,0.02074688796680498,0.0,0.0011855364552459987,0.0,0.05749851807943094,0.0,0.011855364552459988,0.0,0.0,0.0,0.01896858328393598,0.07053941908713693,0.015411973918197985,0.027860106698280974,0.0,0.022525192649673977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04386484884410195,0.02015411973918198,0.048014226437462955,0.07113218731475993,0.017190278601066984,0.018375815056312982,0.0,0.06876111440426794,0.0005927682276229994,0.0,0.0,0.0
C3,0.008849557522123894,0.00331858407079646,0.0,0.0,0.0,0.02765486725663717,0.0,0.06305309734513274,0.0,0.03650442477876106,0.0,0.0,0.030973451327433628,0.0,0.03982300884955752,0.0,0.0,0.0,0.02654867256637168,0.0,0.0,0.06526548672566372,0.01327433628318584,0.04314159292035398,0.03650442477876106,0.06415929203539823,0.06526548672566372,0.0,0.0420353982300885,0.03871681415929203,0.03650442477876106,0.0,0.025442477876106196,0.004424778761061947,0.0,0.0,0.04092920353982301,0.0,0.0,0.0,0.0,0.018805309734513276,0.0,0.024336283185840708,0.0,0.030973451327433628,0.0,0.0,0.029867256637168143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06415929203539823,0.0,0.04092920353982301,0.0,0.03982300884955752,0.03871681415929203
T7,0.020077220077220077,0.0023166023166023165,0.02857142857142857,0.02702702702702703,0.047876447876447875,0.0,0.05250965250965251,0.0,0.050965250965250966,0.0,0.05250965250965251,0.0,0.0,0.018532818532818532,0.0,0.0,0.020077220077220077,0.0416988416988417,0.0,0.050965250965250966,0.05250965250965251,0.0,0.011583011583011582,0.0,0.0,0.0,0.0,0.025482625482625483,0.0,0.0,0.0,0.050965250965250966,0.0,0.013899613899613899,0.0,0.0,0.0,0.023166023166023165,0.05250965250965251,0.020077220077220077,0.03552123552123552,0.0,0.023938223938223938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05250965250965251,0.026254826254826256,0.05019305019305019,0.05250965250965251,0.02084942084942085,0.022393822393822392,0.0,0.05250965250965251,0.0,0.0,0.0,0.0
TP9,0.0,0.005555555555555556,0.0,0.0,0.0,0.034722222222222224,0.0,0.04861111111111111,0.0,0.04722222222222222,0.0,0.0,0.03888888888888889,0.0,0.0375,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.04861111111111111,0.002777777777777778,0.04861111111111111,0.03611111111111111,0.04861111111111111,0.04722222222222222,0.0,0.044444444444444446,0.034722222222222224,0.04722222222222222,0.0,0.03333333333333333,0.0,0.0,0.0,0.04722222222222222,0.0,0.0,0.0,0.0,0.02361111111111111,0.0,0.030555555555555555,0.0,0.04027777777777778,0.0,0.0,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04861111111111111,0.0,0.0375,0.0,0.04861111111111111,0.04861111111111111
