,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
frontalpole-lh,0.15135135135135136,0.14594594594594595,0.0,0.13513513513513514,0.14594594594594595,0.14594594594594595,0.13513513513513514,0.14054054054054055
frontalpole-rh,0.14450867052023122,0.15028901734104047,0.0,0.15028901734104047,0.15606936416184972,0.13872832369942195,0.12716763005780346,0.1329479768786127
isthmuscingulate-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.13609467455621302,0.14201183431952663,0.0,0.17751479289940827,0.17159763313609466,0.1301775147928994,0.11834319526627218,0.1242603550295858
medialorbitofrontal-rh,0.13736263736263737,0.14285714285714285,0.0,0.17032967032967034,0.17032967032967034,0.13186813186813187,0.12087912087912088,0.12637362637362637
rostralanteriorcingulate-lh,0.15104166666666666,0.13541666666666666,0.0,0.125,0.13541666666666666,0.15625,0.14583333333333334,0.15104166666666666
rostralanteriorcingulate-rh,0.14210526315789473,0.12631578947368421,0.0,0.11578947368421053,0.12631578947368421,0.15789473684210525,0.1631578947368421,0.16842105263157894
temporalpole-rh,0.14507772020725387,0.12953367875647667,0.0,0.11917098445595854,0.12953367875647667,0.16062176165803108,0.15544041450777202,0.16062176165803108
