,Fp1,FC5,O2,P4,F8,Fp2,AF7,AF8
Fp1,0.5848056537102474,0.0,0.0,0.0,0.0,0.22084805653710246,0.1166077738515901,0.07773851590106007
FC5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.3968253968253968,0.0,0.0,0.0,0.0,0.39365079365079364,0.20952380952380953,0.0
AF7,0.3350253807106599,0.0,0.0,0.0,0.0,0.3350253807106599,0.3299492385786802,0.0
AF8,0.4791666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.5208333333333334
