,Fp1,Fz,TP9,F8,Fp2,AF7,F5,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.9616613418530351,0.0,0.0,0.038338658146964855,0.0
Fp2,0.0,0.0,0.0,0.0,0.6137931034482759,0.38620689655172413,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.3343465045592705,0.6656534954407295,0.0,0.0
F5,0.0,0.0,0.0,0.5217391304347826,0.0,0.0,0.4782608695652174,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
