,caudalanteriorcingulate-lh,frontalpole-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,transversetemporal-rh
caudalanteriorcingulate-lh,0.45867768595041325,0.0,0.0,0.12396694214876033,0.0,0.0,0.41735537190082644,0.0
frontalpole-rh,0.0,0.7827298050139275,0.08635097493036212,0.0,0.0,0.1309192200557103,0.0,0.0
lateralorbitofrontal-lh,0.0,0.5076923076923077,0.49230769230769234,0.0,0.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.23703703703703705,0.0,0.0,0.6148148148148148,0.0,0.0,0.14814814814814814,0.0
parahippocampal-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.3769230769230769,0.0,0.0,0.0,0.6230769230769231,0.0,0.0
rostralanteriorcingulate-rh,0.43231441048034935,0.0,0.0,0.07860262008733625,0.0,0.0,0.4890829694323144,0.0
transversetemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
