,cuneus-lh,frontalpole-rh,insula-rh,isthmuscingulate-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh,transversetemporal-rh
cuneus-lh,0.5576923076923077,0.16346153846153846,0.0,0.0,0.15625,0.12259615384615384,0.0,0.0
frontalpole-rh,0.1338432122370937,0.4130019120458891,0.0,0.0,0.24282982791587,0.21032504780114722,0.0,0.0
insula-rh,0.0,0.0,0.3728,0.2608,0.0,0.0,0.2336,0.1328
isthmuscingulate-rh,0.0,0.0,0.26484751203852325,0.3739967897271268,0.0,0.0,0.2086677367576244,0.15248796147672553
rostralanteriorcingulate-lh,0.12551440329218108,0.25308641975308643,0.0,0.0,0.4012345679012346,0.22016460905349794,0.0,0.0
rostralanteriorcingulate-rh,0.11724137931034483,0.2574712643678161,0.0,0.0,0.25517241379310346,0.3701149425287356,0.0,0.0
temporalpole-rh,0.0,0.0,0.3024193548387097,0.2620967741935484,0.0,0.0,0.29435483870967744,0.14112903225806453
transversetemporal-rh,0.0,0.0,0.181640625,0.201171875,0.0,0.0,0.15234375,0.46484375
