,caudalanteriorcingulate-rh,frontalpole-rh,paracentral-lh,parahippocampal-lh,pericalcarine-rh,posteriorcingulate-lh,temporalpole-lh,temporalpole-rh
caudalanteriorcingulate-rh,0.7071005917159763,0.0,0.0,0.023668639053254437,0.0,0.0,0.2692307692307692,0.0
frontalpole-rh,0.0,0.9244186046511628,0.0,0.0,0.0,0.0,0.0755813953488372,0.0
paracentral-lh,0.0,0.0,0.5196850393700787,0.0,0.06299212598425197,0.2992125984251969,0.0,0.11811023622047244
parahippocampal-lh,0.017094017094017096,0.0,0.008547008547008548,0.8846153846153846,0.08974358974358974,0.0,0.0,0.0
pericalcarine-rh,0.0,0.0,0.10196078431372549,0.058823529411764705,0.8392156862745098,0.0,0.0,0.0
posteriorcingulate-lh,0.0,0.0,0.24882629107981222,0.0,0.0,0.5985915492957746,0.0,0.15258215962441316
temporalpole-lh,0.2888198757763975,0.046583850931677016,0.0,0.0,0.0,0.0,0.6645962732919255,0.0
temporalpole-rh,0.0,0.0,0.1396103896103896,0.0,0.0,0.22402597402597402,0.0,0.6363636363636364
