,Fp1,P3,TP10,P1,P5,PO3,PO8,AF8
Fp1,0.987794245858762,0.0,0.0,0.0,0.0,0.0,0.0,0.012205754141238012
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.9314938154138915,0.0,0.0,0.0,0.0,0.06850618458610847
P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AF8,0.011971268954509178,0.0,0.055865921787709494,0.0,0.0,0.0,0.0,0.9321628092577813
