,Fp1,F7,FT9,F8,Fp2,AF7,PO3,AF8
Fp1,0.6382113821138211,0.0,0.0,0.0,0.3617886178861789,0.0,0.0,0.0
F7,0.0,0.6088992974238876,0.06440281030444965,0.0,0.0,0.32669789227166274,0.0,0.0
FT9,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Fp2,0.5028248587570622,0.0,0.0,0.0,0.4971751412429379,0.0,0.0,0.0
AF7,0.0,0.5008976660682226,0.0,0.0,0.0,0.4991023339317774,0.0,0.0
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.006493506493506494,0.0,0.0,0.0,0.9935064935064936
