,Fp1,F8,Fp2,AF7,P1,PO3,PO8,AF8
Fp1,0.34926958831341304,0.0,0.350597609561753,0.0,0.0,0.0,0.0,0.300132802124834
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.34554973821989526,0.0,0.3586387434554974,0.0,0.0,0.0,0.0,0.29581151832460734
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.22005842259006816,0.0,0.22005842259006816,0.0,0.0,0.0,0.0,0.5598831548198637
