,Fp1,FT9,FT10,Fp2,PO3,PO4,PO8,AF8
Fp1,0.3384615384615385,0.0,0.0,0.3230769230769231,0.0,0.0,0.0,0.3384615384615385
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.16978922716627634,0.0,0.0,0.43559718969555034,0.0,0.0,0.0,0.3946135831381733
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.11996842936069456,0.0,0.0,0.2675611681136543,0.0,0.0,0.0,0.6124704025256511
