,Fp1,TP9,CP6,Fp2,AF7,F5,CP4,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.4864864864864865,0.0,0.0,0.0,0.0,0.5135135135135135,0.0
CP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP4,0.0,0.19791666666666666,0.0,0.0,0.0,0.0,0.8020833333333334,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
